entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,put_filled,put_fill_time,put_exec_px,put_limit_px,put_trigger_val,Call_Leg_A_(OTM2)_contract,Call_Leg_A_(OTM2)_K,Call_Leg_A_(OTM2)_side,Call_Leg_A_(OTM2)_exec_px,Call_Leg_A_(OTM2)_premium,Call_Leg_A_(OTM2)_exercise,Call_Leg_A_(OTM2)_net,Call_Leg_A_(OTM2)_note,Call_Leg_B_(OTM3)_contract,Call_Leg_B_(OTM3)_K,Call_Leg_B_(OTM3)_side,Call_Leg_B_(OTM3)_exec_px,Call_Leg_B_(OTM3)_premium,Call_Leg_B_(OTM3)_exercise,Call_Leg_B_(OTM3)_net,Call_Leg_B_(OTM3)_note,Put_Buy____(Level_1)_contract,Put_Buy____(Level_1)_K,Put_Buy____(Level_1)_side,Put_Buy____(Level_1)_exec_px,Put_Buy____(Level_1)_premium,Put_Buy____(Level_1)_exercise,Put_Buy____(Level_1)_net,Put_Buy____(Level_1)_note
2020-10-29,2020-11-25,4.848,0.1848,0.2584,56.24,4.97,True,True,2+3,1+1,1,-657.12,-663.12,True,2020-10-29 10:45:00,0.116,0.116,-0.1447,10002840,5.0,sell,0.0384,384.39,0.0,382.39,expires_worthless,10002841,5.25,sell,0.0118,118.32,0.0,116.32,expires_worthless,10002847,4.8,buy,0.116,-1159.83,0.0,-1161.83,expires_worthless
2020-11-26,2020-12-23,4.985,0.1694,0.208,55.52,5.1201,True,True,2+3,1+1,1,-187.77,-193.77,True,2020-11-26 09:40:00,0.0569,0.0569,-0.0769,10002712,5.25,sell,0.0288,287.59,0.0,285.59,expires_worthless,10002713,5.5,sell,0.0093,93.26,0.0,91.26,expires_worthless,10002668,4.9,buy,0.0569,-568.62,0.0,-570.62,expires_worthless
2020-12-24,2021-01-27,5.074,0.1564,0.1658,54.51,5.1691,True,True,2+3,1+1,1,-459.49,-675.49,True,2020-12-24 09:40:00,0.0674,0.0674,-0.0128,10002937,5.5,sell,0.0157,157.44,-210.0,-54.56,assigned  ETF=5.5210 K=5.5000,10002938,5.75,sell,0.0057,57.33,0.0,55.33,expires_worthless,10002944,5.0,buy,0.0674,-674.26,0.0,-676.26,expires_worthless
2021-01-28,2021-02-24,5.385,0.2156,0.3588,48.3,5.7079,True,True,2+3,1+1,1,983.74,977.74,True,2021-01-28 09:35:00,0.0531,0.0531,-0.0126,10003147,5.5,sell,0.1025,1025.19,0.0,1023.19,expires_worthless,10003070,5.675,sell,0.0483,489.76,0.0,487.76,expires_worthless,10003155,5.25,buy,0.0531,-531.2,0.0,-533.2,expires_worthless
2021-02-25,2021-03-24,5.478,0.2058,0.3268,47.75,5.8126,True,True,2+3,1+1,1,107.02,5115.76,True,2021-02-25 09:35:00,0.1023,0.1023,-0.0552,10002769,5.675,sell,0.0644,652.58,0.0,650.58,expires_worthless,10003166,5.75,sell,0.0491,491.18,0.0,489.18,expires_worthless,10002760,5.428,buy,0.1023,-1036.74,5015.34,3976.0,exercised ETF=4.9330 K=5.4280
2021-03-25,2021-04-28,4.929,0.1872,0.2663,35.85,5.4563,True,True,2+3,1+1,1,-863.09,-869.09,True,2021-03-25 09:35:00,0.1208,0.1208,-0.0436,10003284,5.25,sell,0.0266,265.61,0.0,263.61,expires_worthless,10003285,5.5,sell,0.0079,79.21,0.0,77.21,expires_worthless,10003291,4.9,buy,0.1208,-1207.91,0.0,-1209.91,expires_worthless
2021-04-29,2021-05-26,5.173,0.171,0.2624,56.92,5.2163,True,True,2+3,1+1,1,-298.33,-304.33,True,2021-04-29 09:55:00,0.046,0.046,-0.1279,10003350,5.5,sell,0.0122,121.7,0.0,119.7,expires_worthless,10003351,5.75,sell,0.004,39.56,0.0,37.56,expires_worthless,10003357,5.0,buy,0.046,-459.58,0.0,-461.58,expires_worthless
2021-05-27,2021-06-23,5.347,0.2203,0.4599,66.61,5.3526,False,False,,1+1,1,-771.32,-33.92,True,2021-05-27 09:50:00,0.0771,0.0771,-0.031,,,,,,,,,,,,,,,,,10003191,5.25,buy,0.0771,-771.32,740.0,-33.92,exercised ETF=5.1760 K=5.2500
2021-06-24,2021-07-28,5.189,0.1664,0.2165,49.69,5.4014,True,True,2+3,1+1,1,-55.92,1747.48,True,2021-06-24 13:55:00,0.0356,0.0356,-0.0367,10003438,5.5,sell,0.0222,221.94,0.0,219.94,expires_worthless,10003439,5.75,sell,0.0079,78.57,0.0,76.57,expires_worthless,10003445,5.0,buy,0.0356,-356.43,1810.0,1450.97,exercised ETF=4.8190 K=5.0000
2021-07-29,2021-08-25,4.906,0.1562,0.1784,36.16,5.3526,True,True,2+3,1+1,1,-701.97,-707.97,True,2021-07-29 09:35:00,0.0941,0.0941,-0.0687,10003483,5.25,sell,0.0173,173.38,0.0,171.38,expires_worthless,10003484,5.5,sell,0.0065,65.24,0.0,63.24,expires_worthless,10003490,4.9,buy,0.0941,-940.59,0.0,-942.59,expires_worthless
2021-08-26,2021-09-22,4.886,0.1393,0.2218,41.9,5.1223,True,True,2+3,1+1,1,250.39,244.39,True,2021-08-27 10:35:00,0.0454,0.0454,-0.0141,10003225,5.0,sell,0.0584,583.79,0.0,581.79,expires_worthless,10003226,5.25,sell,0.012,120.11,0.0,118.11,expires_worthless,10003232,4.8,buy,0.0454,-453.51,0.0,-455.51,expires_worthless
2021-09-23,2021-10-27,4.924,0.1751,0.4424,45.58,5.0999,True,True,2+3,1+1,1,-798.37,-804.37,True,2021-09-23 09:35:00,0.1034,0.1034,-0.0179,10003604,5.25,sell,0.0197,196.62,0.0,194.62,expires_worthless,10003605,5.5,sell,0.0039,39.13,0.0,37.13,expires_worthless,10003611,4.9,buy,0.1034,-1034.12,0.0,-1036.12,expires_worthless
2021-10-28,2021-11-24,4.949,0.1706,0.4161,45.94,5.0569,True,True,2+3,1+1,1,-456.64,-462.64,True,2021-10-28 09:35:00,0.0631,0.0631,-0.0382,10003647,5.25,sell,0.0148,148.38,0.0,146.38,expires_worthless,10003648,5.5,sell,0.0026,25.93,0.0,23.93,expires_worthless,10003654,4.9,buy,0.0631,-630.95,0.0,-632.95,expires_worthless
2021-11-25,2021-12-22,4.978,0.1363,0.2134,52.31,5.0152,True,True,2+3,1+1,1,-425.31,-431.31,False,,0.0595,0.0443,-0.0157,10003395,5.25,sell,0.0138,138.47,0.0,136.47,expires_worthless,10003396,5.5,sell,0.0031,31.22,0.0,29.22,expires_worthless,10003402,4.9,buy,0.0595,-595.0,0.0,-597.0,expires_worthless
2021-12-23,2022-01-26,5.02,0.1452,0.2658,50.63,5.1872,True,True,2+3,1+1,1,-694.02,2239.38,True,2021-12-23 09:35:00,0.0771,0.0771,-0.0382,10003733,5.5,sell,0.0053,52.95,0.0,50.95,expires_worthless,10003734,5.75,sell,0.0024,24.4,0.0,22.4,expires_worthless,10003740,5.0,buy,0.0771,-771.37,2940.0,2166.03,exercised ETF=4.7060 K=5.0000
2022-01-27,2022-02-23,4.625,0.1935,0.6414,30.45,5.0557,True,True,2+3,1+1,1,481.73,475.73,False,,0.1315,0.0494,-0.0144,10003916,4.7,sell,0.0957,956.56,0.0,954.56,expires_worthless,10003861,4.726,sell,0.0827,840.17,0.0,838.17,expires_worthless,10003924,4.6,buy,0.1315,-1315.0,0.0,-1317.0,expires_worthless
2022-02-24,2022-03-23,4.53,0.1613,0.4202,36.23,4.7651,True,True,2+3,1+1,1,350.93,2944.27,True,2022-02-24 09:35:00,0.0518,0.0518,-0.0142,10003552,4.628,sell,0.0557,565.73,0.0,563.73,expires_worthless,10003934,4.7,sell,0.0311,310.84,0.0,308.84,expires_worthless,10003560,4.529,buy,0.0518,-525.63,2599.94,2071.7,exercised ETF=4.2730 K=4.5290
2022-03-24,2022-04-27,4.246,0.1302,0.1398,41.28,4.6747,True,True,2+3,1+1,1,-451.64,2651.76,True,2022-03-24 09:55:00,0.0921,0.0921,-0.0068,10004055,4.4,sell,0.0311,311.42,0.0,309.42,expires_worthless,10004056,4.5,sell,0.0158,157.68,0.0,155.68,expires_worthless,10004062,4.2,buy,0.0921,-920.74,3110.0,2186.66,exercised ETF=3.8890 K=4.2000
2022-04-28,2022-05-25,3.915,0.2208,0.5619,37.01,4.3976,True,True,2+3,1+1,1,-634.3,-640.3,True,2022-04-28 10:05:00,0.1127,0.1127,-0.0827,10004183,4.1,sell,0.031,310.16,0.0,308.16,expires_worthless,10004184,4.2,sell,0.0183,182.92,0.0,180.92,expires_worthless,10004190,3.9,buy,0.1127,-1127.37,0.0,-1129.37,expires_worthless
2022-05-26,2022-06-22,3.992,0.1746,0.3466,47.64,4.0924,True,True,2+3,1+1,1,96.53,-2709.47,True,2022-05-26 11:30:00,0.0527,0.0527,-0.0711,10004031,4.1,sell,0.0424,423.81,-1900.0,-1478.19,assigned  ETF=4.2900 K=4.1000,10004015,4.2,sell,0.0199,199.44,-900.0,-702.56,assigned  ETF=4.2900 K=4.2000,10004093,3.9,buy,0.0527,-526.71,0.0,-528.71,expires_worthless
2022-06-23,2022-07-27,4.365,0.1835,0.3882,66.33,4.4289,False,False,,1+1,1,-935.57,-698.17,True,2022-06-23 13:30:00,0.0936,0.0936,-0.1728,,,,,,,,,,,,,,,,,10004315,4.3,buy,0.0936,-935.57,240.0,-698.17,exercised ETF=4.2760 K=4.3000
2022-07-28,2022-08-24,4.279,0.1741,0.3443,44.03,4.5393,True,True,2+3,1+1,1,148.39,691.79,True,2022-07-28 09:35:00,0.0493,0.0493,-0.0136,10004364,4.4,sell,0.0435,435.46,0.0,433.46,expires_worthless,10004365,4.5,sell,0.0206,206.15,0.0,204.15,expires_worthless,10004371,4.2,buy,0.0493,-493.21,550.0,54.19,exercised ETF=4.1450 K=4.2000
2022-08-25,2022-09-28,4.181,0.1549,0.2028,43.67,4.2927,True,True,2+3,1+1,1,-53.56,2009.84,True,2022-08-25 14:35:00,0.0595,0.0595,-0.1252,10003993,4.3,sell,0.0377,377.49,0.0,375.49,expires_worthless,10003994,4.4,sell,0.0164,163.79,0.0,161.79,expires_worthless,10004034,4.1,buy,0.0595,-594.84,2070.0,1472.56,exercised ETF=3.8930 K=4.1000
2022-09-29,2022-10-26,3.894,0.1817,0.2816,29.81,4.2195,True,True,2+3,1+1,1,317.82,1151.22,True,2022-09-29 09:35:00,0.0312,0.0312,-0.0161,10004478,4.0,sell,0.0447,447.22,0.0,445.22,expires_worthless,10004479,4.1,sell,0.0183,182.5,0.0,180.5,expires_worthless,10004485,3.8,buy,0.0312,-311.9,840.0,525.5,exercised ETF=3.7160 K=3.8000
2022-10-27,2022-11-23,3.69,0.2055,0.41,29.21,3.9939,True,True,2+3,1+1,1,575.97,229.97,True,2022-10-27 09:35:00,0.0338,0.0338,-0.0137,10004616,3.8,sell,0.0626,626.1,-340.0,284.1,assigned  ETF=3.8340 K=3.8000,10004617,3.9,sell,0.0288,288.19,0.0,286.19,expires_worthless,10004623,3.6,buy,0.0338,-338.31,0.0,-340.31,expires_worthless
2022-11-24,2022-12-28,3.816,0.211,0.4397,48.31,3.9808,True,True,2+3,1+1,1,-14.76,-20.76,True,2022-11-24 09:35:00,0.0645,0.0645,-0.0072,10004260,4.0,sell,0.0411,411.0,0.0,409.0,expires_worthless,10004261,4.1,sell,0.022,219.55,0.0,217.55,expires_worthless,10004267,3.8,buy,0.0645,-645.31,0.0,-647.31,expires_worthless
2022-12-29,2023-01-30,3.922,0.1614,0.1691,48.96,4.0803,True,True,2+3,1+1,1,-298.55,-1404.55,True,2022-12-29 10:45:00,0.057,0.057,-0.064,10004804,4.1,sell,0.0192,191.83,-1050.0,-860.17,assigned  ETF=4.2050 K=4.1000,10004805,4.2,sell,0.008,79.64,-50.0,27.64,assigned  ETF=4.2050 K=4.2000,10004811,3.9,buy,0.057,-570.01,0.0,-572.01,expires_worthless
2023-01-31,2023-02-22,4.159,0.1755,0.2453,66.55,4.2522,False,False,,1+1,1,-397.23,-34.18,True,2023-01-31 09:35:00,0.0391,0.0391,-0.0223,,,,,,,,,,,,,,,,,10004973,4.135,buy,0.0391,-397.23,365.65,-34.18,exercised ETF=4.0990 K=4.1350
2023-02-23,2023-03-22,4.099,0.168,0.2046,50.29,4.214,True,True,2+3,1+1,1,631.59,1071.9,True,2023-02-23 09:35:00,0.0453,0.0453,-0.0313,10004426,4.135,sell,0.0674,684.46,0.0,682.46,expires_worthless,10005056,4.2,sell,0.0408,407.6,0.0,405.6,expires_worthless,10004434,4.037,buy,0.0453,-460.46,446.91,-16.16,exercised ETF=3.9930 K=4.0370
2023-03-23,2023-04-26,4.031,0.1513,0.1143,50.59,4.1451,True,True,2+3,1+1,1,-466.33,17.07,True,2023-03-23 09:50:00,0.069,0.069,-0.1273,10005206,4.2,sell,0.0161,160.93,0.0,158.93,expires_worthless,10005207,4.3,sell,0.0063,63.07,0.0,61.07,expires_worthless,10005213,4.0,buy,0.069,-690.33,490.0,-202.93,exercised ETF=3.9510 K=4.0000
2023-04-27,2023-05-24,3.986,0.1453,0.0628,41.54,4.1841,True,True,2+3,1+1,1,-64.75,388.65,True,2023-04-27 10:10:00,0.037,0.037,-0.1179,10005284,4.1,sell,0.0222,221.67,0.0,219.67,expires_worthless,10005285,4.2,sell,0.0084,84.04,0.0,82.04,expires_worthless,10005291,3.9,buy,0.037,-370.47,460.0,86.93,exercised ETF=3.8540 K=3.9000
2023-05-25,2023-06-28,3.845,0.1585,0.177,31.95,4.0732,True,True,2+3,1+1,1,83.12,77.12,True,2023-05-26 13:15:00,0.056,0.056,-0.0483,10004704,3.938,sell,0.0411,417.09,0.0,415.09,expires_worthless,10005072,4.0,sell,0.0234,234.42,0.0,232.42,expires_worthless,10004712,3.84,buy,0.056,-568.39,0.0,-570.39,expires_worthless
2023-06-29,2023-07-26,3.859,0.1455,0.0948,44.97,3.9706,True,True,2+3,1+1,1,-14.2,-20.2,True,2023-06-29 09:35:00,0.0273,0.0273,-0.0177,10005422,4.0,sell,0.0194,194.23,0.0,192.23,expires_worthless,10005423,4.1,sell,0.0065,64.66,0.0,62.66,expires_worthless,10005429,3.8,buy,0.0273,-273.08,0.0,-275.08,expires_worthless
2023-07-27,2023-08-23,3.972,0.1399,0.0537,58.68,3.9885,True,True,2+3,1+1,1,117.84,1431.24,True,2023-07-27 09:35:00,0.0247,0.0247,-0.0189,10005667,4.1,sell,0.0273,272.88,0.0,270.88,expires_worthless,10005668,4.2,sell,0.0092,92.18,0.0,90.18,expires_worthless,10005674,3.9,buy,0.0247,-247.23,1320.0,1070.17,exercised ETF=3.7680 K=3.9000
2023-08-24,2023-09-27,3.791,0.186,0.3929,34.19,4.1865,True,True,2+3,1+1,1,245.51,239.51,True,2023-08-24 09:35:00,0.0441,0.0441,-0.0329,10005124,3.9,sell,0.0449,449.27,0.0,447.27,expires_worthless,10005125,4.0,sell,0.0237,237.25,0.0,235.25,expires_worthless,10005170,3.7,buy,0.0441,-441.01,0.0,-443.01,expires_worthless
2023-09-28,2023-10-25,3.764,0.1573,0.1815,41.06,3.9067,True,True,2+3,1+1,1,187.27,1490.67,True,2023-10-09 10:20:00,0.0237,0.0237,-0.0189,10005936,3.9,sell,0.0302,302.03,0.0,300.03,expires_worthless,10005937,4.0,sell,0.0123,122.68,0.0,120.68,expires_worthless,10005943,3.7,buy,0.0237,-237.43,1310.0,1069.97,exercised ETF=3.5690 K=3.7000
2023-10-26,2023-11-22,3.582,0.1568,0.1777,31.84,3.8727,True,True,2+3,1+1,1,-78.19,-84.19,True,2023-10-26 09:35:00,0.0324,0.0324,-0.0744,10006046,3.7,sell,0.0176,175.58,0.0,173.58,expires_worthless,10006047,3.8,sell,0.007,70.18,0.0,68.18,expires_worthless,10006053,3.5,buy,0.0324,-323.95,0.0,-325.95,expires_worthless
2023-11-23,2023-12-27,3.63,0.1415,0.0654,43.93,3.6978,True,True,2+3,1+1,1,-278.18,1665.22,True,2023-11-23 13:45:00,0.0458,0.0458,-0.1297,10005349,3.8,sell,0.013,129.65,0.0,127.65,expires_worthless,10005350,3.9,sell,0.005,49.94,0.0,47.94,expires_worthless,10005356,3.6,buy,0.0458,-457.77,1950.0,1489.63,exercised ETF=3.4050 K=3.6000
2023-12-28,2024-01-24,3.489,0.1579,0.2296,52.05,3.5374,True,True,2+3,1+1,1,-201.35,1002.05,True,2023-12-28 09:45:00,0.0398,0.0398,-0.2829,10006295,3.6,sell,0.0142,141.93,0.0,139.93,expires_worthless,10006296,3.7,sell,0.0055,54.72,0.0,52.72,expires_worthless,10006302,3.4,buy,0.0398,-398.0,1210.0,809.4,exercised ETF=3.2790 K=3.4000
2024-01-25,2024-02-28,3.335,0.1542,0.1965,46.89,3.5137,True,True,2+3,1+1,1,-637.67,-858.16,True,2024-01-25 10:05:00,0.0973,0.0973,-0.0972,10006524,3.427,sell,0.0227,232.06,-214.49,15.57,assigned  ETF=3.4480 K=3.4270,10006658,3.5,sell,0.0124,124.3,0.0,122.3,expires_worthless,10006532,3.329,buy,0.0973,-994.03,0.0,-996.03,expires_worthless
2024-02-29,2024-03-27,3.503,0.1877,0.5008,64.08,3.5622,True,True,2+3,1+1,1,-194.36,-130.96,True,2024-02-29 10:05:00,0.0789,0.0789,-0.2038,10006677,3.6,sell,0.032,319.94,0.0,317.94,expires_worthless,10005784,3.622,sell,0.0269,274.73,0.0,272.73,expires_worthless,10006685,3.5,buy,0.0789,-789.03,70.0,-721.63,exercised ETF=3.4930 K=3.5000
2024-03-28,2024-04-24,3.51,0.1447,0.1098,50.4,3.6015,True,True,2+3,1+1,1,-450.19,-456.19,True,2024-03-28 10:20:00,0.0562,0.0562,-0.09,10006940,3.7,sell,0.0082,81.93,0.0,79.93,expires_worthless,10006941,3.8,sell,0.003,30.29,0.0,28.29,expires_worthless,10006947,3.5,buy,0.0562,-562.41,0.0,-564.41,expires_worthless
2024-04-25,2024-05-22,3.523,0.1379,0.0756,50.49,3.5841,True,True,2+3,1+1,1,-330.2,-336.2,True,2024-04-25 10:35:00,0.0444,0.0444,-0.1164,10007059,3.7,sell,0.0086,86.38,0.0,84.38,expires_worthless,10007060,3.8,sell,0.0027,27.0,0.0,25.0,expires_worthless,10007066,3.5,buy,0.0444,-443.59,0.0,-445.59,expires_worthless
2024-05-23,2024-06-26,3.643,0.1351,0.0514,55.38,3.7348,True,True,2+3,1+1,1,-42.8,1206.92,False,,0.0677,0.0372,-0.0091,10006191,3.72,sell,0.0429,438.13,0.0,436.13,expires_worthless,10006895,3.8,sell,0.0211,210.56,0.0,208.56,expires_worthless,10006199,3.622,buy,0.0677,-691.49,1256.32,562.23,exercised ETF=3.4990 K=3.6220
2024-06-27,2024-07-24,3.48,0.1328,0.0332,33.69,3.63,True,True,2+3,1+1,1,57.58,51.58,True,2024-06-28 09:35:00,0.0166,0.0166,-0.022,10007354,3.6,sell,0.0172,172.3,0.0,170.3,expires_worthless,10007355,3.7,sell,0.0052,51.55,0.0,49.55,expires_worthless,10007361,3.4,buy,0.0166,-166.27,0.0,-168.27,expires_worthless
2024-07-25,2024-08-28,3.459,0.1308,0.2887,39.01,3.5961,True,True,2+3,1+1,1,-108.78,314.62,True,2024-07-25 09:50:00,0.0307,0.0307,-0.0709,10007474,3.6,sell,0.0151,151.34,0.0,149.34,expires_worthless,10007475,3.7,sell,0.0046,46.48,0.0,44.48,expires_worthless,10007481,3.4,buy,0.0307,-306.6,430.0,120.8,exercised ETF=3.3570 K=3.4000
2024-08-29,2024-09-25,3.347,0.1195,0.2173,33.79,3.4386,True,True,2+3,1+1,1,-173.33,-179.33,True,2024-08-29 09:35:00,0.0256,0.0256,-0.0421,10006753,3.5,sell,0.0064,63.78,0.0,61.78,expires_worthless,10006754,3.6,sell,0.0019,18.66,0.0,16.66,expires_worthless,10006760,3.3,buy,0.0256,-255.77,0.0,-257.77,expires_worthless
2024-09-26,2024-10-23,3.64,0.2328,0.9382,78.43,3.5253,False,False,,1+1,1,-1320.06,-1322.06,True,2024-09-26 10:00:00,0.132,0.132,-0.1081,,,,,,,,,,,,,,,,,10007742,3.6,buy,0.132,-1320.06,0.0,-1322.06,expires_worthless
2024-10-24,2024-11-27,4.011,0.2473,0.3626,60.46,4.4893,True,True,2+3,1+1,1,265.71,389.11,True,2024-10-24 09:35:00,0.0981,0.0981,-0.013,10008004,4.2,sell,0.0722,722.48,0.0,720.48,expires_worthless,10008005,4.3,sell,0.0524,524.28,0.0,522.28,expires_worthless,10007968,4.0,buy,0.0981,-981.04,130.0,-853.64,exercised ETF=3.9870 K=4.0000
2024-11-28,2024-12-25,3.958,0.2023,0.2619,46.11,4.2712,True,True,2+3,1+1,1,261.07,255.07,True,2024-11-28 09:35:00,0.0523,0.0523,-0.0127,10007253,4.1,sell,0.0482,481.93,0.0,479.93,expires_worthless,10008009,4.2,sell,0.0302,302.44,0.0,300.44,expires_worthless,10007174,3.9,buy,0.0523,-523.29,0.0,-525.29,expires_worthless
2024-12-26,2025-01-22,4.073,0.1879,0.2296,55.57,4.1062,True,True,2+3,1+1,1,188.94,1322.34,True,2024-12-26 09:40:00,0.0491,0.0491,-0.0247,10008415,4.2,sell,0.0442,441.75,0.0,439.75,expires_worthless,10008416,4.3,sell,0.0238,237.79,0.0,235.79,expires_worthless,10008422,4.0,buy,0.0491,-490.6,1140.0,646.8,exercised ETF=3.8860 K=4.0000
2025-01-23,2025-02-26,3.897,0.1699,0.1893,45.01,4.0774,True,True,2+3,1+1,1,573.07,27.07,True,2025-01-23 09:35:00,0.0348,0.0348,-0.0076,10008594,4.0,sell,0.0584,584.33,-540.0,42.33,assigned  ETF=4.0540 K=4.0000,10008595,4.1,sell,0.0337,337.07,0.0,335.07,expires_worthless,10008601,3.8,buy,0.0348,-348.33,0.0,-350.33,expires_worthless
2025-02-27,2025-03-26,4.067,0.1566,0.1595,60.16,4.1137,True,True,2+3,1+1,1,2.8,-3.2,True,2025-02-27 09:45:00,0.041,0.041,-0.0821,10008014,4.2,sell,0.0269,269.21,0.0,267.21,expires_worthless,10008015,4.3,sell,0.0144,143.9,0.0,141.9,expires_worthless,10007970,4.0,buy,0.041,-410.31,0.0,-412.31,expires_worthless
2025-03-27,2025-04-23,4.027,0.1286,0.0967,49.42,4.1186,True,True,2+3,1+1,1,-324.09,849.31,True,2025-03-27 09:55:00,0.051,0.051,-0.0609,10008954,4.2,sell,0.0121,120.82,0.0,118.82,expires_worthless,10008955,4.3,sell,0.0065,65.04,0.0,63.04,expires_worthless,10008961,4.0,buy,0.051,-509.95,1180.0,667.45,exercised ETF=3.8820 K=4.0000
