etf,type,condition,n_triggered,placement_rate,mean_14d,prob_neg_14d,p_val_14d,mean_30d,prob_neg_30d,p_val_30d,prob_p10,prob_p25,lift_p10,lift_p25
300ETF,combo,kurt_20 < q10 OR natr14 < q10,424,0.237668,-0.000690,0.563679,0.006934,-0.000773,0.573113,0.000046,0.087264,0.290094,0.869716,1.160377
300ETF,combo,close > sma50 OR atr20 > q90,982,0.550448,0.001630,0.490835,0.026770,0.003188,0.522403,0.000065,0.106925,0.255601,1.065662,1.022403
300ETF,single,close > sma50,929,0.520740,0.001874,0.493003,0.068209,0.002969,0.528525,0.000070,0.108719,0.258342,1.083546,1.033369
300ETF,combo,cci20 < -100 AND close > sma50,929,0.520740,0.001874,0.493003,0.068209,0.002969,0.528525,0.000070,0.108719,0.258342,1.083546,1.033369
300ETF,combo,skew_20 < q10 OR close > sma50,1020,0.571749,0.002288,0.477451,0.136959,0.003526,0.522549,0.000125,0.100000,0.252941,0.996648,1.011765
300ETF,combo,kurt_20 < q10 OR vol10 < q10,439,0.246076,0.000497,0.569476,0.087568,-0.000099,0.546697,0.000125,0.095672,0.273349,0.953513,1.093394
300ETF,single,atr20 > q90,149,0.083520,-0.001557,0.429530,0.103843,-0.005459,0.523490,0.000143,0.127517,0.288591,1.270893,1.154362
300ETF,combo,cci20 < -100 AND atr20 > q90,149,0.083520,-0.001557,0.429530,0.103843,-0.005459,0.523490,0.000143,0.127517,0.288591,1.270893,1.154362
300ETF,combo,kurt_20 > 1.0 OR atr20 > q90,740,0.414798,0.004129,0.448649,0.580682,0.014049,0.424324,0.000249,0.097297,0.235135,0.969712,0.940541
300ETF,combo,kurt_20 > 1.0 AND rsi7 > 70,105,0.058857,0.018169,0.390476,0.003158,0.031446,0.304762,0.000268,0.057143,0.152381,0.569513,0.609524
300ETF,known_combo,dd_252 < -0.15 AND dist_sma50 < -1.0,235,0.131726,-0.003186,0.557447,0.013239,-0.006243,0.612766,0.000273,0.234043,0.468085,2.332581,1.872340
300ETF,combo,atr20 < q10 OR close > sma50,1065,0.596973,0.002151,0.514554,0.061837,0.004349,0.553991,0.000410,0.105164,0.278873,1.048118,1.115493
300ETF,combo,vol20 > q90 OR skew_20 < -0.3,473,0.265135,0.002790,0.448203,0.613625,0.000818,0.528541,0.000463,0.120507,0.293869,1.201035,1.175476
300ETF,combo,skew_20 < q10 AND cmf20 < 0,65,0.036435,-0.001042,0.476923,0.168071,-0.007450,0.661538,0.000474,0.046154,0.369231,0.459991,1.476923
300ETF,combo,rsi14 > 70 AND rsi7 > 70,123,0.068946,0.014989,0.406504,0.003453,0.027868,0.357724,0.000534,0.105691,0.211382,1.053368,0.845528
300ETF,combo,cci20 < -100 OR rsi7 > 70,1778,0.996637,0.003355,0.478628,0.000002,0.007656,0.487064,0.000538,0.100675,0.250844,1.003375,1.003375
300ETF,combo,bb_width < q10 AND macd_hist > 0,90,0.050448,-0.007629,0.577778,0.004710,-0.009672,0.644444,0.000676,0.144444,0.411111,1.439603,1.644444
300ETF,combo,rsi14 > 70 OR rsi7 > 70,294,0.164798,0.011363,0.421769,0.000616,0.019329,0.401361,0.000930,0.091837,0.204082,0.915289,0.816327
300ETF,combo,cmf20 < 0 OR adx14 < 25,1310,0.734305,0.001953,0.506870,0.005879,0.005390,0.520611,0.001033,0.094656,0.261069,0.943392,1.044275
300ETF,combo,rsi14 > 65 OR rsi7 > 70,330,0.184978,0.009149,0.442424,0.011658,0.018486,0.406061,0.001035,0.112121,0.221212,1.117454,0.884848
300ETF,combo,close > sma50 OR skew_20 < -0.3,1165,0.653027,0.002345,0.480687,0.104361,0.004650,0.511588,0.001073,0.096996,0.248927,0.966706,0.995708
300ETF,combo,skew_20 < -0.3 OR close > sma50,1165,0.653027,0.002345,0.480687,0.104361,0.004650,0.511588,0.001073,0.096996,0.248927,0.966706,0.995708
300ETF,combo,dist_sma200 < -2.0 AND close > sma50,80,0.044843,0.016029,0.312500,0.000063,0.023338,0.375000,0.001109,0.000000,0.075000,0.000000,0.300000
300ETF,combo,kurt_20 > 1.0 AND vol20 > q90,53,0.029709,0.005124,0.358491,0.699231,-0.018474,0.509434,0.001502,0.301887,0.377358,3.008749,1.509434
300ETF,single,rsi14 > 65,260,0.145740,0.010152,0.430769,0.012811,0.020158,0.415385,0.001718,0.134615,0.238462,1.341642,0.953846
300ETF,combo,rsi14 > 70 OR rsi14 > 65,260,0.145740,0.010152,0.430769,0.012811,0.020158,0.415385,0.001718,0.134615,0.238462,1.341642,0.953846
300ETF,combo,mfi14 < 20 OR skew_20 < -0.3,436,0.244395,0.003022,0.456422,0.742654,0.001415,0.543578,0.002129,0.107798,0.277523,1.074368,1.110092
300ETF,combo,atr20 > q90 OR skew_20 < -0.3,527,0.295404,0.003409,0.438330,0.941596,0.002415,0.512334,0.002867,0.102467,0.275142,1.021233,1.100569
300ETF,combo,mfi14 < 20 AND dist_sma200 < -2.0,21,0.011771,0.006046,0.380952,0.627151,-0.010985,0.761905,0.003221,0.047619,0.238095,0.474594,0.952381
300ETF,combo,cci20 < -100 OR rsi14 > 70,1781,0.998318,0.003424,0.477821,0.000054,0.007891,0.486244,0.003942,0.100505,0.250421,1.001684,1.001684
300ETF,combo,bb_width < q10 OR vol20 > q90,313,0.175448,-0.002433,0.536741,0.000601,-0.000957,0.571885,0.005119,0.130990,0.316294,1.305513,1.265176
300ETF,single,skew_20 < -0.3,417,0.233744,0.002849,0.458034,0.667449,0.001828,0.532374,0.005564,0.110312,0.285372,1.099420,1.141487
300ETF,combo,cci20 < -100 AND skew_20 < -0.3,417,0.233744,0.002849,0.458034,0.667449,0.001828,0.532374,0.005564,0.110312,0.285372,1.099420,1.141487
300ETF,combo,skew_20 < q10 OR skew_20 < -0.3,417,0.233744,0.002849,0.458034,0.667449,0.001828,0.532374,0.005564,0.110312,0.285372,1.099420,1.141487
300ETF,combo,cmf20 < 0 OR macd_hist > 0,1315,0.737108,0.002148,0.498099,0.012402,0.005967,0.498859,0.006903,0.109506,0.260837,1.091386,1.043346
300ETF,single,rsi7 > 70,285,0.159753,0.010692,0.424561,0.002063,0.017195,0.403509,0.006944,0.094737,0.210526,0.944193,0.842105
300ETF,single,zscore20 < -2,84,0.047085,0.006663,0.464286,0.367637,0.031864,0.404762,0.007479,0.023810,0.142857,0.237297,0.571429
300ETF,combo,bb_width < q10 AND vol20 < q10,100,0.056054,0.000346,0.550000,0.215777,0.030061,0.400000,0.008345,0.030000,0.160000,0.298994,0.640000
300ETF,combo,atr20 < q10 AND vol20 < q10,153,0.085762,0.005667,0.549020,0.582869,0.024895,0.516340,0.008647,0.039216,0.235294,0.390842,0.941176
300ETF,combo,skew_20 < -0.3 OR dist_sma200 < -2.0,790,0.442825,0.002832,0.483544,0.523717,0.004151,0.531646,0.010288,0.137975,0.303797,1.375122,1.215190
300ETF,combo,kurt_20 < q10 OR adx14 < 25,1148,0.643498,0.002333,0.513066,0.088873,0.005538,0.520035,0.010553,0.089721,0.263937,0.894205,1.055749
300ETF,combo,rsi14 > 65 AND rsi7 > 70,215,0.120516,0.012408,0.404651,0.001525,0.018797,0.413953,0.010639,0.116279,0.227907,1.158893,0.911628
300ETF,combo,vol20 > q90 OR skew_20 < q10,207,0.116031,0.005092,0.362319,0.466876,-0.000278,0.521739,0.013698,0.120773,0.318841,1.203681,1.275362
300ETF,combo,kurt_20 > 1.0 AND rsi14 > 70,38,0.021300,0.012474,0.473684,0.283488,0.027653,0.368421,0.014491,0.026316,0.157895,0.262276,0.631579
300ETF,combo,cci20 < -100 AND rsi14 > 70,116,0.065022,0.013897,0.456897,0.014313,0.022320,0.405172,0.015300,0.112069,0.224138,1.116933,0.896552
300ETF,single,macd_hist > 0,845,0.473655,0.000734,0.506509,0.004715,0.004697,0.475740,0.015934,0.131361,0.271006,1.309206,1.084024
300ETF,combo,skew_20 > q90 OR macd_hist > 0,913,0.511771,0.000770,0.504929,0.002642,0.004945,0.473165,0.016605,0.121577,0.257393,1.211697,1.029573
300ETF,combo,atr20 < q10 AND cmf20 < 0,115,0.064462,0.012798,0.556522,0.145354,0.029932,0.634783,0.016620,0.008696,0.260870,0.086665,1.043478
300ETF,combo,skew_20 < -0.3 OR cmf20 < 0,934,0.523543,0.001942,0.494647,0.077274,0.005099,0.533191,0.018539,0.113490,0.276231,1.131099,1.104925
300ETF,combo,kurt_20 < q10 AND rsi14 > 65,23,0.012892,-0.011281,0.739130,0.004314,-0.016131,0.652174,0.020990,0.217391,0.565217,2.166626,2.260870
300ETF,combo,vol20 < q10 AND adx14 < 25,169,0.094731,0.003073,0.585799,0.902431,0.021081,0.437870,0.022765,0.065089,0.207101,0.648706,0.828402
300ETF,single,cmo14 > q90,89,0.049888,0.007391,0.460674,0.320823,0.019344,0.382022,0.023540,0.044944,0.168539,0.447932,0.674157
300ETF,combo,skew_20 > q90 AND natr14 < q10,23,0.012892,-0.004966,0.565217,0.150324,-0.005762,0.565217,0.023602,0.000000,0.304348,0.000000,1.217391
300ETF,combo,atr20 < q10 AND skew_20 < -0.3,29,0.016256,0.000734,0.655172,0.651503,-0.010700,0.827586,0.026277,0.068966,0.379310,0.687343,1.517241
300ETF,combo,cmf20 < 0 AND adx14 < 25,442,0.247758,0.004365,0.509050,0.627292,0.013909,0.513575,0.026550,0.061086,0.248869,0.608812,0.995475
300ETF,combo,bb_width < q10 AND atr20 < q10,74,0.041480,0.001421,0.486486,0.500486,0.033028,0.500000,0.027850,0.040541,0.256757,0.404047,1.027027
300ETF,combo,atr20 < q10 AND bb_width < q10,74,0.041480,0.001421,0.486486,0.500486,0.033028,0.500000,0.027850,0.040541,0.256757,0.404047,1.027027
300ETF,combo,kurt_20 < q10 OR atr20 < q10,424,0.237668,0.000108,0.587264,0.066210,0.002325,0.622642,0.031711,0.087264,0.341981,0.869716,1.367925
300ETF,combo,kurt_20 > 1.0 OR skew_20 < -0.3,854,0.478700,0.003820,0.467213,0.748300,0.011064,0.463700,0.032086,0.093677,0.249415,0.933628,0.997658
300ETF,single,rsi7 < 30,172,0.096413,0.011234,0.412791,0.012139,0.018436,0.465116,0.032250,0.052326,0.186047,0.521502,0.744186
300ETF,combo,kurt_20 < q10 OR dist_sma200 < -2.0,599,0.335762,0.002253,0.517529,0.361886,0.003819,0.542571,0.032613,0.136895,0.313856,1.364360,1.255426
300ETF,combo,atr20 < q10 AND dist_sma200 < -2.0,73,0.040919,0.010344,0.698630,0.505938,0.039229,0.671233,0.034293,0.150685,0.479452,1.501798,1.917808
300ETF,single,bb_percent_b < 0.2,316,0.177130,0.005996,0.458861,0.204756,0.015134,0.481013,0.036004,0.069620,0.215190,0.693869,0.860759
300ETF,combo,skew_20 < -0.3 AND rsi7 > 70,31,0.017377,0.005177,0.451613,0.832286,-0.019454,0.580645,0.036479,0.258065,0.451613,2.571995,1.806452
300ETF,combo,bb_width < q10 OR dist_sma200 < -2.0,633,0.354821,0.002767,0.507109,0.572586,0.004124,0.546603,0.037153,0.126382,0.311216,1.259587,1.244866
300ETF,combo,kurt_20 < q10 AND rsi7 > 70,21,0.011771,-0.008558,0.666667,0.021550,-0.013333,0.666667,0.037333,0.095238,0.523810,0.949189,2.095238
300ETF,combo,kurt_20 < q10 OR cmf20 < 0,844,0.473094,0.000842,0.523697,0.006736,0.005202,0.536730,0.041988,0.095972,0.273697,0.956499,1.094787
300ETF,single,vol20 < q10,264,0.147982,0.003391,0.571970,0.961367,0.015883,0.496212,0.042546,0.053030,0.215909,0.528525,0.863636
300ETF,combo,cci20 < -100 OR rsi14 > 65,1782,0.998879,0.003451,0.477553,0.021612,0.007957,0.485971,0.042846,0.100449,0.250281,1.001122,1.001122
300ETF,single,rsi14 < 30,54,0.030269,0.027993,0.314815,0.005545,0.031901,0.444444,0.042855,0.092593,0.185185,0.922822,0.740741
300ETF,combo,kurt_20 < q10 AND bb_width < q10,30,0.016816,-0.015082,0.533333,0.013354,-0.006380,0.566667,0.043017,0.133333,0.266667,1.328864,1.066667
300ETF,combo,atr20 < q10 AND adx14 < 25,157,0.088004,0.006848,0.573248,0.477546,0.021946,0.579618,0.044640,0.070064,0.343949,0.698288,1.375796
300ETF,single,dist_sma50 > 1.0,691,0.387332,0.002847,0.493488,0.570008,0.004762,0.516643,0.045265,0.104197,0.244573,1.038476,0.978292
300ETF,combo,kurt_20 < q10 OR kurt_20 > 1.0,859,0.481502,0.003027,0.477299,0.618961,0.010784,0.458673,0.050033,0.090803,0.243306,0.904989,0.973225
300ETF,combo,vol10 < q10 OR macd_hist > 0,976,0.547085,0.001889,0.506148,0.052268,0.005696,0.479508,0.051702,0.117828,0.256148,1.174329,1.024590
300ETF,combo,kurt_20 < q10 OR vol20 < q10,449,0.251682,-0.000735,0.592428,0.007404,0.003421,0.565702,0.052337,0.086860,0.271715,0.865685,1.086860
300ETF,combo,natr14 < q10 OR macd_hist > 0,947,0.530830,0.001250,0.512144,0.009619,0.005715,0.483633,0.060348,0.119324,0.269271,1.189242,1.077086
300ETF,combo,kurt_20 > 1.0 AND close > sma50,331,0.185538,0.006568,0.429003,0.152918,0.013611,0.456193,0.061110,0.093656,0.220544,0.933417,0.882175
300ETF,combo,skew_20 < q10 AND close > sma50,57,0.031951,0.005042,0.438596,0.770220,-0.009072,0.649123,0.062235,0.228070,0.491228,2.273057,1.964912
300ETF,combo,skew_20 < q10 AND dist_sma200 < -2.0,25,0.014013,0.007797,0.520000,0.455742,-0.005482,0.720000,0.062957,0.000000,0.240000,0.000000,0.960000
300ETF,combo,vol20 < q10 OR skew_20 > q90,412,0.230942,0.002223,0.558252,0.475986,0.012833,0.473301,0.063741,0.048544,0.218447,0.483810,0.873786
300ETF,combo,skew_20 > q90 AND adx14 < 25,109,0.061099,-0.001775,0.568807,0.176697,0.001702,0.449541,0.065124,0.045872,0.229358,0.457178,0.917431
300ETF,combo,bb_width < q10 OR macd_hist > 0,998,0.559417,0.000447,0.517034,0.000245,0.005931,0.483968,0.068641,0.119238,0.261523,1.188388,1.046092
300ETF,combo,close > sma50 OR rsi7 > 70,969,0.543161,0.003236,0.478844,0.750957,0.005830,0.510836,0.069006,0.104231,0.249742,1.038818,0.998968
300ETF,combo,atr20 > q90 OR rsi14 > 65,392,0.219731,0.007719,0.413265,0.029539,0.012834,0.441327,0.075432,0.127551,0.239796,1.271235,0.959184
300ETF,known_combo,rsi14 > 65 AND skew_20 < -0.3,29,0.016256,0.003099,0.482759,0.963460,-0.014902,0.586207,0.075646,0.310345,0.517241,3.093046,2.068966
300ETF,combo,kurt_20 > 1.0 AND skew_20 < -0.3,211,0.118274,0.008574,0.355450,0.017537,0.014101,0.407583,0.079004,0.090047,0.208531,0.897456,0.834123
300ETF,combo,vol20 > q90 AND close > sma50,43,0.024103,0.010715,0.279070,0.095097,-0.007758,0.418605,0.079806,0.209302,0.255814,2.086008,1.023256
300ETF,combo,vol20 < q10 OR vol10 < q10,375,0.210202,0.004607,0.552000,0.589488,0.013078,0.488000,0.081775,0.064000,0.224000,0.637855,0.896000
300ETF,combo,mfi14 < 20 AND cmf20 < 0,28,0.015695,0.007754,0.428571,0.399808,-0.003333,0.750000,0.086782,0.035714,0.178571,0.355946,0.714286
300ETF,combo,adx14 < 25 AND macd_hist > 0,490,0.274664,0.002771,0.514286,0.634478,0.004392,0.504082,0.087137,0.116327,0.267347,1.159366,1.069388
300ETF,combo,vol20 < q10 AND cmf20 < 0,118,0.066143,0.005087,0.584746,0.747774,0.021724,0.593220,0.087550,0.025424,0.203390,0.253385,0.813559
300ETF,combo,mfi14 < 20 OR skew_20 < q10,169,0.094731,0.006456,0.366864,0.208192,0.001671,0.556213,0.089135,0.088757,0.284024,0.884599,1.136095
300ETF,combo,bb_width < q10 AND close > sma50,142,0.079596,0.003479,0.485915,0.990756,0.002179,0.556338,0.090694,0.063380,0.253521,0.631678,1.014085
300ETF,combo,bb_width < q10 OR cmf20 < 0,843,0.472534,0.000725,0.520759,0.004800,0.005687,0.532622,0.092082,0.103203,0.275208,1.028569,1.100830
300ETF,combo,skew_20 > q90 AND vol10 < q10,51,0.028587,-0.001612,0.607843,0.163840,0.001365,0.509804,0.092736,0.000000,0.156863,0.000000,0.627451
300ETF,combo,bb_width < q10 OR skew_20 < -0.3,622,0.348655,0.001783,0.488746,0.143596,0.005006,0.524116,0.094883,0.098071,0.263666,0.977420,1.054662
300ETF,combo,atr20 < q10 AND close > sma50,98,0.054933,0.006618,0.448980,0.235541,0.015462,0.438776,0.099949,0.010204,0.255102,0.101699,1.020408
300ETF,combo,cci20 < -100 AND rsi7 > 70,272,0.152466,0.009761,0.444853,0.010144,0.013684,0.422794,0.101041,0.099265,0.220588,0.989320,0.882353
300ETF,combo,cci20 < -100 AND rsi14 > 65,243,0.136211,0.008486,0.460905,0.079180,0.014386,0.444444,0.104426,0.144033,0.255144,1.435501,1.020576
300ETF,combo,rsi14 > 70 OR atr20 > q90,276,0.154709,0.007864,0.405797,0.060503,0.013112,0.434783,0.118929,0.112319,0.235507,1.119424,0.942029
300ETF,single,roc10 < q10,149,0.083520,0.012027,0.348993,0.001294,0.014154,0.375839,0.122888,0.073826,0.167785,0.735780,0.671141
300ETF,single,dd_252 < -0.15,346,0.193946,0.003691,0.468208,0.926641,0.003859,0.491329,0.139270,0.161850,0.338150,1.613072,1.352601
300ETF,combo,vol20 < q10 AND natr14 < q10,168,0.094170,0.006315,0.517857,0.351723,0.014220,0.458333,0.147623,0.035714,0.196429,0.355946,0.785714
300ETF,combo,rsi14 > 70 OR vol20 > q90,199,0.111547,0.011746,0.396985,0.002616,0.014497,0.427136,0.150125,0.160804,0.271357,1.602650,1.085427
300ETF,combo,adx14 < 25 OR macd_hist > 0,1393,0.780830,0.001861,0.503948,0.000828,0.007047,0.492462,0.152648,0.096195,0.256281,0.958728,1.025126
300ETF,single,skew_20 < q10,148,0.082960,0.005952,0.364865,0.340643,0.002174,0.533784,0.160087,0.094595,0.310811,0.942775,1.243243
300ETF,combo,skew_20 < q10 AND skew_20 < -0.3,148,0.082960,0.005952,0.364865,0.340643,0.002174,0.533784,0.160087,0.094595,0.310811,0.942775,1.243243
300ETF,combo,mfi14 < 20 OR atr20 < q10,253,0.141816,0.006264,0.545455,0.353682,0.014138,0.600791,0.166797,0.051383,0.332016,0.512112,1.328063
300ETF,single,atr20 < q10,234,0.131166,0.005123,0.572650,0.613331,0.014485,0.606838,0.175422,0.051282,0.350427,0.511102,1.401709
300ETF,combo,atr20 < q10 OR skew_20 > q90,387,0.216928,0.003415,0.552972,0.965194,0.011943,0.532300,0.180079,0.046512,0.276486,0.463557,1.105943
300ETF,combo,atr20 > q90 OR rsi7 > 70,424,0.237668,0.007883,0.412736,0.012082,0.011254,0.431604,0.186777,0.099057,0.219340,0.987246,0.877358
300ETF,combo,vol20 < q10 AND macd_hist > 0,131,0.073430,-0.004087,0.641221,0.000619,0.002722,0.503817,0.188379,0.083969,0.259542,0.836880,1.038168
300ETF,combo,atr20 < q10 OR cmf20 < 0,833,0.466928,0.001063,0.519808,0.014099,0.006191,0.536615,0.190333,0.098439,0.294118,0.981094,1.176471
300ETF,combo,vol20 > q90 OR dist_sma200 < -2.0,515,0.288677,0.004237,0.477670,0.647790,0.005057,0.522330,0.202102,0.157282,0.316505,1.567544,1.266019
