etf,type,condition,n_triggered,placement_rate,mean_14d,prob_neg_14d,p_val_14d,mean_30d,prob_neg_30d,p_val_30d,prob_p10,prob_p25,lift_p10,lift_p25
50ETF,combo,roc5 > q90 OR mfi14 > 80,222,0.080464,-0.001041,0.531532,0.326072,-0.003088,0.527027,0.034947,0.130631,0.360360,1.305833,1.440919
50ETF,combo,mfi14 < 20 OR rsi14 > 70,209,0.075752,0.002043,0.535885,0.888467,-0.003518,0.593301,0.035185,0.105263,0.330144,1.052250,1.320096
50ETF,single,bb_percent_b > 0.8,674,0.244291,0.005808,0.465875,0.002040,0.007915,0.458457,0.042248,0.081602,0.243323,0.815728,0.972941
50ETF,combo,rsi14 > 70 OR mfi14 > 80,220,0.079739,-0.001013,0.550000,0.303524,-0.002836,0.554545,0.043155,0.118182,0.340909,1.181390,1.363142
50ETF,combo,cmf20 > 0 OR cmo14 < q10,1704,0.617615,0.001441,0.478286,0.749674,0.002275,0.477113,0.055374,0.114437,0.246479,1.143952,0.985558
50ETF,single,stoch_k > 80,621,0.225082,0.005513,0.468599,0.004449,0.007762,0.446055,0.060616,0.083736,0.231884,0.837056,0.927200
50ETF,single,mom10 < 0,1281,0.464299,0.003353,0.448087,0.033793,0.005929,0.469945,0.081086,0.087432,0.241998,0.874000,0.967643
50ETF,combo,cmo14 > q90 OR zscore20 > 2,308,0.111635,-0.000352,0.516234,0.304795,-0.001119,0.538961,0.084664,0.094156,0.318182,0.941217,1.272266
50ETF,combo,roc5 > q90 OR rsi14 > 65,419,0.151867,0.001282,0.534606,0.849757,-0.000402,0.527446,0.087332,0.109785,0.310263,1.097454,1.240600
50ETF,single,bb_width < q10,344,0.124683,0.004054,0.421512,0.093159,0.007694,0.418605,0.090085,0.029070,0.194767,0.290592,0.778787
50ETF,combo,rsi14 > 65 AND dist_sma50 > 1.0,361,0.130845,0.002046,0.540166,0.834479,-0.000710,0.542936,0.095321,0.108033,0.310249,1.079941,1.240548
50ETF,combo,rsi14 > 65 OR mfi14 > 80,379,0.137369,0.001408,0.540897,0.911299,-0.000581,0.546174,0.100917,0.110818,0.313984,1.107778,1.255482
50ETF,combo,roc5 > q90 OR skew_20 > q90,395,0.143168,-0.001508,0.536709,0.046318,0.000540,0.524051,0.111544,0.050633,0.278481,0.506146,1.113520
50ETF,combo,cmo14 > q90 OR skew_20 > q90,460,0.166727,0.000053,0.521739,0.277870,0.000764,0.521739,0.113778,0.052174,0.271739,0.521550,1.086563
50ETF,combo,vol10 < q10 AND skew_20 < q10,52,0.018847,0.011211,0.326923,0.007477,-0.004461,0.326923,0.116019,0.115385,0.307692,1.153428,1.230323
50ETF,single,zscore20 < -2,120,0.043494,0.009303,0.441667,0.034635,0.012245,0.416667,0.116351,0.058333,0.150000,0.583122,0.599783
50ETF,combo,cmo14 > q90 AND skew_20 > q90,44,0.015948,-0.015386,0.818182,0.001336,-0.005459,0.681818,0.117760,0.022727,0.318182,0.227190,1.272266
50ETF,combo,atr20 > q90 OR skew_20 > q90,342,0.123958,-0.001989,0.555556,0.031382,0.000558,0.546784,0.123600,0.026316,0.269006,0.263063,1.075634
50ETF,single,rsi7 < 30,278,0.100761,0.006707,0.431655,0.035361,0.009365,0.435252,0.124489,0.089928,0.172662,0.898955,0.690397
50ETF,combo,roc10 > q90 OR rsi14 > 65,392,0.142080,0.001705,0.538265,0.966545,-0.000150,0.533163,0.125608,0.109694,0.306122,1.096541,1.224046
50ETF,single,dd_252 < -0.15,772,0.279812,0.003047,0.466321,0.203133,0.006150,0.472798,0.152048,0.075130,0.235751,0.751023,0.942664
50ETF,combo,roc10 > q90 OR skew_20 > q90,380,0.137731,-0.000612,0.544737,0.162707,0.000780,0.526316,0.153494,0.055263,0.276316,0.552431,1.104863
50ETF,single,rsi14 > 65,362,0.131207,0.002191,0.538674,0.778645,-0.000101,0.541436,0.153993,0.107735,0.309392,1.076958,1.237121
50ETF,combo,cmo14 > q90 OR rsi14 > 65,362,0.131207,0.002191,0.538674,0.778645,-0.000101,0.541436,0.153993,0.107735,0.309392,1.076958,1.237121
50ETF,combo,rsi14 > 70 OR rsi14 > 65,362,0.131207,0.002191,0.538674,0.778645,-0.000101,0.541436,0.153993,0.107735,0.309392,1.076958,1.237121
50ETF,combo,rsi14 > 65 AND close > sma20,362,0.131207,0.002191,0.538674,0.778645,-0.000101,0.541436,0.153993,0.107735,0.309392,1.076958,1.237121
50ETF,combo,close > sma20 OR dist_sma50 > 1.0,1591,0.576658,0.002657,0.478944,0.120539,0.005227,0.472030,0.156593,0.089252,0.236329,0.892197,0.944975
50ETF,combo,rsi14 > 70 OR skew_20 > q90,424,0.153679,0.000721,0.528302,0.568755,0.001023,0.533019,0.169850,0.056604,0.278302,0.565833,1.112804
50ETF,combo,mfi14 < 20 OR rsi14 > 65,400,0.144980,0.003368,0.532500,0.385618,0.000287,0.552500,0.178451,0.102500,0.302500,1.024629,1.209562
50ETF,combo,roc10 > q90 OR zscore20 > 2,272,0.098586,-0.000376,0.514706,0.320322,-0.000321,0.533088,0.179042,0.099265,0.323529,0.992287,1.293649
50ETF,single,bb_percent_b < 0.2,469,0.169989,0.004417,0.424307,0.092366,0.007007,0.443497,0.203064,0.072495,0.217484,0.724684,0.869621
50ETF,single,mom10 > 0,1455,0.527365,0.000447,0.492096,0.100679,0.002595,0.485911,0.212293,0.107216,0.251546,1.071776,1.005821
50ETF,combo,cmo14 < q10 AND skew_20 < q10,32,0.011598,0.020239,0.156250,0.000885,0.012108,0.531250,0.214219,0.000000,0.125000,0.000000,0.499819
50ETF,combo,vol20 < q10 OR skew_20 < q10,589,0.213483,0.004354,0.429542,0.026559,0.006066,0.424448,0.224974,0.079796,0.219015,0.797674,0.875744
50ETF,combo,rsi14 > 70 AND skew_20 > q90,33,0.011961,-0.015885,0.787879,0.001525,-0.003798,0.606061,0.229449,0.000000,0.363636,0.000000,1.454018
50ETF,combo,skew_20 > q90 AND rsi14 > 65,58,0.021022,-0.011600,0.810345,0.020470,-0.002699,0.655172,0.235301,0.017241,0.327586,0.172351,1.309870
50ETF,combo,natr14 < q10 OR skew_20 < q10,557,0.201885,0.004304,0.425494,0.023692,0.005956,0.425494,0.249560,0.075404,0.211849,0.753766,0.847090
50ETF,combo,roc5 > q90 OR zscore20 > 2,264,0.095687,0.001472,0.469697,0.942992,0.000230,0.530303,0.256596,0.094697,0.325758,0.946627,1.302558
50ETF,single,dist_sma50 < -1.0,850,0.308083,-0.000736,0.469412,0.055142,0.001975,0.498824,0.271167,0.137647,0.287059,1.375972,1.147819
50ETF,combo,rsi14 > 70 OR zscore20 > 2,280,0.101486,0.001410,0.500000,0.919360,0.000492,0.532143,0.275121,0.089286,0.325000,0.892534,1.299529
50ETF,single,close < sma50,1226,0.444364,0.000850,0.453507,0.366267,0.002641,0.481240,0.310937,0.119086,0.264274,1.190433,1.056713
50ETF,combo,skew_20 > q90 AND close > sma20,173,0.062704,-0.004934,0.641618,0.010463,0.000792,0.543353,0.327479,0.023121,0.294798,0.231130,1.178764
50ETF,combo,skew_20 > q90 OR rsi14 > 65,590,0.213846,0.002330,0.515254,0.605997,0.002229,0.516949,0.389468,0.071186,0.276271,0.711606,1.104684
50ETF,single,zscore20 > 2,190,0.068866,0.001832,0.457895,0.931139,0.000577,0.557895,0.396629,0.068421,0.331579,0.683963,1.325835
50ETF,combo,cmo14 > q90 AND mfi14 > 80,67,0.024284,-0.001982,0.537313,0.446149,-0.001156,0.507463,0.403298,0.104478,0.388060,1.044398,1.551676
50ETF,combo,roc10 > q90 AND skew_20 > q90,37,0.013411,-0.016779,0.837838,0.003151,-0.001614,0.621622,0.406960,0.000000,0.351351,0.000000,1.404896
50ETF,combo,vol10 < q10 OR skew_20 < q10,550,0.199348,0.004792,0.418182,0.013268,0.005369,0.410909,0.426510,0.081818,0.223636,0.817885,0.894221
50ETF,single,dist_sma200 < -2.0,832,0.301559,0.002234,0.461538,0.606906,0.002578,0.497596,0.436437,0.109375,0.266827,1.093354,1.066921
50ETF,combo,mfi14 < 20 OR zscore20 > 2,228,0.082639,0.003956,0.460526,0.365274,0.001144,0.574561,0.452113,0.065789,0.315789,0.657656,1.262700
50ETF,combo,close > sma20 AND dist_sma50 > 1.0,950,0.344328,0.000891,0.517895,0.481186,0.002768,0.505263,0.454749,0.093684,0.244211,0.936503,0.976488
50ETF,combo,skew_20 > q90 OR close > sma20,1551,0.562160,0.001926,0.487427,0.660938,0.004561,0.477112,0.487425,0.088330,0.235332,0.882981,0.940987
50ETF,single,close > sma50,1484,0.537876,0.001916,0.491240,0.683914,0.003208,0.482480,0.509395,0.082884,0.237197,0.828541,0.948443
50ETF,combo,atr20 < q10 OR skew_20 < q10,474,0.171801,0.006057,0.398734,0.000877,0.005186,0.432489,0.514734,0.088608,0.217300,0.885755,0.868883
50ETF,combo,rsi14 > 70 AND mfi14 > 80,59,0.021385,0.004803,0.457627,0.581236,-0.000073,0.491525,0.523613,0.118644,0.372881,1.186011,1.490985
50ETF,combo,skew_20 > q90 OR dist_sma50 > 1.0,1214,0.440014,0.002872,0.486820,0.143209,0.004657,0.485173,0.524965,0.078254,0.233937,0.782254,0.935411
50ETF,combo,zscore20 > 2 OR rsi14 > 65,421,0.152592,0.002992,0.513064,0.449719,0.002364,0.515439,0.551261,0.095012,0.301663,0.949775,1.206214
50ETF,combo,rsi14 > 65 OR dist_sma50 > 1.0,1104,0.400145,0.002629,0.491848,0.278652,0.004663,0.492754,0.555751,0.085145,0.237319,0.851141,0.948931
50ETF,combo,roc10 > q90 OR dist_sma50 > 1.0,1115,0.404132,0.002546,0.491480,0.315943,0.004568,0.491480,0.601286,0.085202,0.236771,0.851709,0.946742
50ETF,combo,cmf20 < 0 AND skew_20 < q10,99,0.035883,0.007575,0.393939,0.040501,0.001567,0.565657,0.610445,0.060606,0.272727,0.605841,1.090514
50ETF,combo,roc5 > q90 AND mfi14 > 80,27,0.009786,-0.005842,0.518519,0.234653,-0.000094,0.555556,0.626931,0.000000,0.370370,0.000000,1.480945
50ETF,single,adx14 < 25,1620,0.587169,0.002174,0.475926,0.393500,0.004325,0.486420,0.630191,0.077778,0.237654,0.777496,0.950273
50ETF,single,dist_sma50 > 1.0,1103,0.399783,0.002582,0.492294,0.302056,0.004468,0.493200,0.658361,0.085222,0.237534,0.851912,0.949792
50ETF,combo,cmo14 > q90 OR dist_sma50 > 1.0,1103,0.399783,0.002582,0.492294,0.302056,0.004468,0.493200,0.658361,0.085222,0.237534,0.851912,0.949792
50ETF,combo,rsi14 > 70 OR dist_sma50 > 1.0,1103,0.399783,0.002582,0.492294,0.302056,0.004468,0.493200,0.658361,0.085222,0.237534,0.851912,0.949792
50ETF,single,close < sma20,1302,0.471910,0.002362,0.443164,0.363362,0.004358,0.476190,0.683152,0.101382,0.253456,1.013458,1.013458
50ETF,combo,roc10 > q90 AND mfi14 > 80,39,0.014136,-0.001867,0.615385,0.567986,0.000884,0.512821,0.699285,0.076923,0.358974,0.768952,1.435377
50ETF,combo,skew_20 > q90 AND dist_sma50 > 1.0,175,0.063429,-0.004172,0.617143,0.019176,0.002683,0.582857,0.704804,0.017143,0.274286,0.171366,1.096745
50ETF,combo,mfi14 > 80 OR dist_sma50 > 1.0,1107,0.401232,0.002492,0.493225,0.348317,0.004381,0.494128,0.705957,0.084914,0.239386,0.848834,0.957196
50ETF,combo,roc5 > q90 OR dist_sma50 > 1.0,1137,0.412106,0.002429,0.489886,0.374301,0.004367,0.491645,0.707933,0.087071,0.239226,0.870397,0.956557
50ETF,combo,roc5 > q90 AND skew_20 > q90,32,0.011598,-0.002256,0.687500,0.683424,0.001112,0.625000,0.748939,0.000000,0.406250,0.000000,1.624411
50ETF,single,mfi14 > 80,108,0.039145,0.001738,0.500000,0.978141,0.002392,0.481481,0.762648,0.120370,0.342593,1.203268,1.369874
50ETF,combo,mfi14 > 80 AND close > sma20,108,0.039145,0.001738,0.500000,0.978141,0.002392,0.481481,0.762648,0.120370,0.342593,1.203268,1.369874
50ETF,combo,roc10 > q90 OR close > sma20,1440,0.521928,0.001571,0.493750,0.939743,0.004197,0.477778,0.766022,0.095139,0.240278,0.951044,0.960763
50ETF,single,close > sma20,1438,0.521203,0.001548,0.494437,0.914958,0.004184,0.477747,0.775386,0.095271,0.240612,0.952367,0.962099
50ETF,combo,cmo14 > q90 OR close > sma20,1438,0.521203,0.001548,0.494437,0.914958,0.004184,0.477747,0.775386,0.095271,0.240612,0.952367,0.962099
50ETF,combo,rsi14 > 70 OR close > sma20,1438,0.521203,0.001548,0.494437,0.914958,0.004184,0.477747,0.775386,0.095271,0.240612,0.952367,0.962099
50ETF,combo,rsi14 > 65 OR close > sma20,1438,0.521203,0.001548,0.494437,0.914958,0.004184,0.477747,0.775386,0.095271,0.240612,0.952367,0.962099
50ETF,combo,mfi14 > 80 OR close > sma20,1438,0.521203,0.001548,0.494437,0.914958,0.004184,0.477747,0.775386,0.095271,0.240612,0.952367,0.962099
50ETF,combo,cmo14 < q10 OR skew_20 < q10,422,0.152954,0.005531,0.424171,0.027376,0.004610,0.469194,0.784980,0.120853,0.260664,1.208093,1.042276
50ETF,combo,skew_20 > q90 OR mfi14 > 80,379,0.137369,0.001035,0.525066,0.730513,0.004405,0.498681,0.812539,0.042216,0.261214,0.422011,1.044476
50ETF,single,macd_hist > 0,1397,0.506343,0.001159,0.488189,0.534662,0.004139,0.481031,0.813410,0.111668,0.263422,1.116274,1.053305
50ETF,combo,roc5 > q90 OR close > sma20,1449,0.525190,0.001599,0.492754,0.970860,0.004112,0.477571,0.827093,0.095928,0.241546,0.958935,0.965834
50ETF,single,vol20 > q90,38,0.013773,0.001994,0.368421,0.931335,0.002968,0.500000,0.850691,0.000000,0.184211,0.000000,0.736575
50ETF,combo,rsi14 > 65 AND mfi14 > 80,91,0.032983,0.004915,0.483516,0.462272,0.004857,0.450549,0.854368,0.109890,0.329670,1.098503,1.318204
50ETF,single,vol10 > q90,60,0.021747,0.003165,0.450000,0.694619,0.004781,0.516667,0.867248,0.066667,0.266667,0.666425,1.066280
50ETF,single,kurt_20 < q10,243,0.088075,0.002047,0.489712,0.823926,0.004330,0.465021,0.868764,0.082305,0.218107,0.822747,0.872112
50ETF,combo,mfi14 > 80 AND dist_sma50 > 1.0,104,0.037695,0.002662,0.490385,0.804806,0.003241,0.471154,0.899503,0.125000,0.326923,1.249547,1.307219
50ETF,single,skew_20 > q90,286,0.103661,-0.000319,0.545455,0.284461,0.004179,0.513986,0.900690,0.013986,0.244755,0.139809,0.978666
50ETF,combo,atr20 > q90 OR close > sma20,1474,0.534252,0.001334,0.497286,0.683994,0.003770,0.483718,0.910662,0.094301,0.242198,0.942671,0.968441
50ETF,single,dd_252 > q90,249,0.090250,0.003068,0.477912,0.457255,0.003589,0.465863,0.915010,0.088353,0.192771,0.883214,0.770805
50ETF,combo,cmf20 > 0 AND cmo14 < q10,48,0.017398,0.002492,0.416667,0.846996,0.004462,0.583333,0.915643,0.020833,0.166667,0.208258,0.666425
50ETF,single,macd_hist < 0,1329,0.481696,0.002615,0.454477,0.208873,0.003997,0.477050,0.920672,0.085026,0.231753,0.849955,0.926677
50ETF,single,adx14 > 25,1126,0.408119,0.001299,0.464476,0.722707,0.004011,0.465364,0.923241,0.126998,0.261101,1.269522,1.044027
50ETF,single,kurt_20 > q90,180,0.065241,0.003221,0.461111,0.510355,0.004167,0.483333,0.944422,0.105556,0.316667,1.055173,1.266208
50ETF,single,rsi7 > 70,409,0.148242,0.004351,0.491443,0.130540,0.003950,0.501222,0.980975,0.095355,0.293399,0.953200,1.173169
50ETF,combo,atr20 > q90 OR dist_sma50 > 1.0,1126,0.408119,0.002237,0.498224,0.501651,0.003907,0.500000,0.986209,0.084369,0.241563,0.843389,0.965902
50ETF,single,mfi14 < 20,38,0.013773,0.014580,0.473684,0.222532,0.003979,0.657895,0.993002,0.052632,0.236842,0.526125,0.947025
