etf,type,condition,n_triggered,placement_rate,mean_14d,prob_neg_14d,p_val_14d,mean_30d,prob_neg_30d,p_val_30d,prob_p10,prob_p25,lift_p10,lift_p25
500ETF,combo,roc5 < q10 OR rsi14 > 70,380,0.137731,0.018801,0.357895,0.000000,0.041269,0.271053,0.000000,0.063158,0.147368,0.631350,0.589260
500ETF,combo,kurt_20 < q10 OR skew_20 < -0.5,1096,0.397245,-0.003442,0.493613,0.000000,-0.006295,0.515511,0.000000,0.127737,0.282847,1.276909,1.130977
500ETF,combo,mfi14 > 80 AND cmo14 > q90,69,0.025009,0.020475,0.202899,0.002508,0.059811,0.115942,0.000000,0.028986,0.072464,0.289750,0.289750
500ETF,combo,natr14 < q10 OR skew_20 < -0.5,1103,0.399783,-0.002825,0.479601,0.000001,-0.005766,0.499547,0.000000,0.121487,0.277425,1.214428,1.109299
500ETF,combo,macd_hist < 0 AND adx14 < 25,697,0.252628,-0.004152,0.525108,0.000002,-0.007662,0.540890,0.000000,0.103300,0.308465,1.032624,1.233412
500ETF,combo,rsi14 > 65 OR mfi14 > 80,438,0.158753,0.021201,0.340183,0.000000,0.035912,0.312785,0.000000,0.079909,0.148402,0.798797,0.593392
500ETF,single,roc10 < q10,157,0.056905,0.017657,0.343949,0.000007,0.035826,0.261146,0.000000,0.006369,0.089172,0.063671,0.356559
500ETF,combo,roc10 < q10 AND cci20 < -100,157,0.056905,0.017657,0.343949,0.000007,0.035826,0.261146,0.000000,0.006369,0.089172,0.063671,0.356559
500ETF,combo,rsi7 > 70 OR mfi14 > 80,474,0.171801,0.018193,0.367089,0.000000,0.031359,0.322785,0.000000,0.078059,0.166667,0.780308,0.666425
500ETF,combo,williams_r14 < -80 OR skew_20 < -0.5,1160,0.420442,-0.001105,0.462931,0.000450,-0.004308,0.516379,0.000000,0.130172,0.290517,1.301252,1.161648
500ETF,combo,rsi14 > 65 OR rsi7 > 70,533,0.193186,0.018714,0.356473,0.000000,0.030565,0.330206,0.000000,0.086304,0.163227,0.862727,0.652672
500ETF,combo,macd_hist < 0 OR skew_20 < -0.5,1662,0.602392,-0.000571,0.470517,0.000012,-0.001124,0.512635,0.000000,0.113117,0.270758,1.130757,1.082640
500ETF,single,skew_20 < -0.5,878,0.318231,-0.002943,0.466970,0.000042,-0.006679,0.505695,0.000000,0.141230,0.289294,1.411789,1.156756
500ETF,combo,skew_20 < -0.5 AND skew_20 < -0.3,878,0.318231,-0.002943,0.466970,0.000042,-0.006679,0.505695,0.000000,0.141230,0.289294,1.411789,1.156756
500ETF,combo,skew_20 < -0.5 AND cci20 < -100,878,0.318231,-0.002943,0.466970,0.000042,-0.006679,0.505695,0.000000,0.141230,0.289294,1.411789,1.156756
500ETF,combo,rsi7 > 70 OR cmo14 > q90,450,0.163103,0.018265,0.366667,0.000000,0.031571,0.324444,0.000000,0.082222,0.166667,0.821924,0.666425
500ETF,single,rsi14 > 65,398,0.144255,0.022766,0.331658,0.000000,0.036733,0.316583,0.000000,0.087940,0.150754,0.879078,0.602797
500ETF,combo,rsi14 > 65 OR rsi14 > 70,398,0.144255,0.022766,0.331658,0.000000,0.036733,0.316583,0.000000,0.087940,0.150754,0.879078,0.602797
500ETF,combo,rsi14 > 65 OR cmo14 > q90,398,0.144255,0.022766,0.331658,0.000000,0.036733,0.316583,0.000000,0.087940,0.150754,0.879078,0.602797
500ETF,combo,dist_sma200 < -2.0 OR skew_20 < -0.5,1395,0.505618,-0.000783,0.485305,0.000116,-0.002393,0.521147,0.000000,0.129749,0.300358,1.297021,1.200998
500ETF,combo,roc10 < q10 OR roc5 < q10,230,0.083364,0.013195,0.369565,0.000367,0.029568,0.308696,0.000000,0.021739,0.113043,0.217313,0.452010
500ETF,combo,roc10 < q10 AND skew_20 < -0.3,117,0.042407,0.017111,0.350427,0.000031,0.036769,0.239316,0.000000,0.000000,0.085470,0.000000,0.341756
500ETF,single,rsi7 > 70,438,0.158753,0.018051,0.367580,0.000000,0.031118,0.326484,0.000000,0.082192,0.168950,0.821620,0.675554
500ETF,combo,rsi14 > 65 AND rsi7 > 70,303,0.109822,0.023077,0.339934,0.000000,0.039466,0.306931,0.000000,0.082508,0.155116,0.824784,0.620237
500ETF,combo,roc10 < q10 AND roc5 < q10,82,0.029721,0.020724,0.365854,0.000344,0.048190,0.207317,0.000000,0.000000,0.085366,0.000000,0.341340
500ETF,combo,close > sma50 AND bb_width < q10,254,0.092062,-0.003474,0.566929,0.000460,-0.009348,0.543307,0.000000,0.066929,0.263780,0.669049,1.054736
500ETF,combo,mfi14 > 80 OR rsi14 > 70,289,0.104748,0.021134,0.349481,0.000000,0.042626,0.256055,0.000000,0.079585,0.155709,0.795559,0.622612
500ETF,combo,bb_width < q10 AND natr14 < q10,180,0.065241,-0.004545,0.577778,0.000093,-0.009177,0.561111,0.000000,0.044444,0.227778,0.444283,0.910781
500ETF,combo,natr14 < q10 AND bb_width < q10,180,0.065241,-0.004545,0.577778,0.000093,-0.009177,0.561111,0.000000,0.044444,0.227778,0.444283,0.910781
500ETF,combo,rsi14 > 65 AND cci20 < -100,380,0.137731,0.022791,0.328947,0.000000,0.036020,0.331579,0.000000,0.092105,0.157895,0.920719,0.631350
500ETF,combo,rsi7 > 70 AND cci20 < -100,427,0.154766,0.017976,0.367681,0.000000,0.030879,0.334895,0.000000,0.084309,0.173302,0.842786,0.692957
500ETF,combo,rsi7 > 70 AND rsi14 > 70,206,0.074665,0.024855,0.325243,0.000001,0.049702,0.252427,0.000000,0.082524,0.165049,0.824944,0.659955
500ETF,combo,rsi7 > 70 OR rsi14 > 70,457,0.165640,0.017437,0.369803,0.000000,0.030516,0.321663,0.000000,0.085339,0.168490,0.853082,0.673716
500ETF,single,mfi14 > 80,155,0.056180,0.024021,0.296774,0.000000,0.048614,0.225806,0.000000,0.058065,0.116129,0.580435,0.464348
500ETF,combo,mfi14 > 80 AND cci20 < -100,155,0.056180,0.024021,0.296774,0.000000,0.048614,0.225806,0.000000,0.058065,0.116129,0.580435,0.464348
500ETF,combo,mfi14 > 80 OR cmo14 > q90,250,0.090613,0.020856,0.352000,0.000000,0.036578,0.308000,0.000000,0.076000,0.168000,0.759725,0.671757
500ETF,combo,rsi14 > 70 OR cmo14 > q90,254,0.092062,0.024350,0.322835,0.000000,0.044810,0.267717,0.000000,0.094488,0.165354,0.944540,0.661178
500ETF,combo,skew_20 < -0.5 OR roc5 < q10,943,0.341791,-0.001610,0.459173,0.000751,-0.004409,0.498409,0.000000,0.134677,0.276776,1.346278,1.106704
500ETF,single,roc5 < q10,155,0.056180,0.012659,0.393548,0.010123,0.033081,0.303226,0.000000,0.025806,0.122581,0.257971,0.490145
500ETF,combo,roc5 < q10 AND cci20 < -100,155,0.056180,0.012659,0.393548,0.010123,0.033081,0.303226,0.000000,0.025806,0.122581,0.257971,0.490145
500ETF,combo,dist_sma200 < -2.0 OR close > sma50,2029,0.735411,0.001660,0.478561,0.015814,0.001969,0.502711,0.000000,0.112863,0.280434,1.128226,1.121328
500ETF,combo,skew_20 > q90 OR skew_20 < -0.5,1228,0.445089,-0.000431,0.473127,0.001808,-0.002091,0.515472,0.000000,0.127850,0.293974,1.278038,1.175470
500ETF,combo,bb_width < q10 AND skew_20 > q90,62,0.022472,-0.021397,0.774194,0.000000,-0.028841,0.709677,0.000000,0.161290,0.419355,1.612319,1.676812
500ETF,combo,skew_20 > q90 AND bb_width < q10,62,0.022472,-0.021397,0.774194,0.000000,-0.028841,0.709677,0.000000,0.161290,0.419355,1.612319,1.676812
500ETF,combo,macd_hist < 0 AND close > sma50,515,0.186662,-0.003849,0.489320,0.002264,-0.009283,0.578641,0.000000,0.133981,0.324272,1.339320,1.296617
500ETF,combo,skew_20 > q90 OR close > sma50,1540,0.558173,0.001795,0.469481,0.147234,-0.000252,0.506494,0.000000,0.111688,0.279221,1.116478,1.116478
500ETF,single,rsi14 > 70,225,0.081551,0.023033,0.333333,0.000003,0.046910,0.248889,0.000000,0.088889,0.164444,0.888567,0.657539
500ETF,combo,rsi14 > 65 AND rsi14 > 70,225,0.081551,0.023033,0.333333,0.000003,0.046910,0.248889,0.000000,0.088889,0.164444,0.888567,0.657539
500ETF,combo,roc10 < q10 OR skew_20 < -0.5,944,0.342153,-0.001365,0.454449,0.001370,-0.003882,0.489407,0.000000,0.132415,0.274364,1.323673,1.097060
500ETF,single,cmo14 > q90,164,0.059442,0.017704,0.341463,0.000482,0.034977,0.304878,0.000000,0.073171,0.176829,0.731442,0.707061
500ETF,combo,rsi14 > 65 AND cmo14 > q90,164,0.059442,0.017704,0.341463,0.000482,0.034977,0.304878,0.000000,0.073171,0.176829,0.731442,0.707061
500ETF,combo,cmo14 > q90 AND cci20 < -100,164,0.059442,0.017704,0.341463,0.000482,0.034977,0.304878,0.000000,0.073171,0.176829,0.731442,0.707061
500ETF,single,skew_20 < -0.3,1202,0.435665,-0.001568,0.450083,0.000055,-0.001981,0.478369,0.000000,0.119800,0.262895,1.197569,1.051200
500ETF,combo,skew_20 < -0.5 OR skew_20 < -0.3,1202,0.435665,-0.001568,0.450083,0.000055,-0.001981,0.478369,0.000000,0.119800,0.262895,1.197569,1.051200
500ETF,combo,skew_20 < -0.3 AND cci20 < -100,1202,0.435665,-0.001568,0.450083,0.000055,-0.001981,0.478369,0.000000,0.119800,0.262895,1.197569,1.051200
500ETF,combo,atr20 < q10 AND natr14 < q10,207,0.075027,-0.002262,0.507246,0.004450,-0.005663,0.565217,0.000000,0.000000,0.183575,0.000000,0.734033
500ETF,combo,roc10 < q10 AND skew_20 < -0.5,91,0.032983,0.016223,0.384615,0.000800,0.037639,0.252747,0.000000,0.000000,0.098901,0.000000,0.395461
500ETF,combo,rsi7 > 70 AND mfi14 > 80,119,0.043132,0.025262,0.277311,0.000006,0.052945,0.210084,0.000001,0.067227,0.109244,0.672025,0.436816
500ETF,combo,dist_sma200 < -2.0 OR adx14 < 25,1947,0.705690,-0.000901,0.488957,0.000000,0.001071,0.500770,0.000001,0.096559,0.275809,0.965238,1.102836
500ETF,combo,rsi14 > 65 AND mfi14 > 80,115,0.041682,0.030417,0.252174,0.000000,0.055872,0.208696,0.000001,0.078261,0.113043,0.782325,0.452010
500ETF,single,cci20 < -100,2740,0.993113,0.003004,0.458394,0.072399,0.006423,0.470438,0.000001,0.100730,0.251825,1.006934,1.006934
500ETF,combo,roc10 < q10 OR cci20 < -100,2740,0.993113,0.003004,0.458394,0.072399,0.006423,0.470438,0.000001,0.100730,0.251825,1.006934,1.006934
500ETF,combo,skew_20 < -0.5 OR cci20 < -100,2740,0.993113,0.003004,0.458394,0.072399,0.006423,0.470438,0.000001,0.100730,0.251825,1.006934,1.006934
500ETF,combo,mfi14 > 80 OR cci20 < -100,2740,0.993113,0.003004,0.458394,0.072399,0.006423,0.470438,0.000001,0.100730,0.251825,1.006934,1.006934
500ETF,combo,roc5 < q10 OR cci20 < -100,2740,0.993113,0.003004,0.458394,0.072399,0.006423,0.470438,0.000001,0.100730,0.251825,1.006934,1.006934
500ETF,combo,cmo14 > q90 OR cci20 < -100,2740,0.993113,0.003004,0.458394,0.072399,0.006423,0.470438,0.000001,0.100730,0.251825,1.006934,1.006934
500ETF,combo,skew_20 < -0.3 OR cci20 < -100,2740,0.993113,0.003004,0.458394,0.072399,0.006423,0.470438,0.000001,0.100730,0.251825,1.006934,1.006934
500ETF,combo,natr14 < q10 AND adx14 < 25,259,0.093875,-0.002948,0.513514,0.000798,-0.006516,0.532819,0.000001,0.042471,0.231660,0.424557,0.926305
500ETF,combo,macd_hist < 0 AND skew_20 < -0.5,510,0.184850,-0.006428,0.511765,0.000007,-0.006952,0.515686,0.000001,0.127451,0.303922,1.274048,1.215246
500ETF,combo,mfi14 > 80 AND rsi14 > 70,91,0.032983,0.030744,0.219780,0.000005,0.063420,0.186813,0.000001,0.065934,0.109890,0.659102,0.439401
500ETF,combo,roc5 < q10 AND skew_20 < -0.3,103,0.037332,0.012230,0.407767,0.039974,0.035861,0.262136,0.000001,0.009709,0.116505,0.097052,0.465851
500ETF,single,vol10 > q90,62,0.022472,0.036822,0.080645,0.000000,0.045247,0.177419,0.000001,0.032258,0.096774,0.322464,0.386957
500ETF,combo,rsi14 > 70 AND cmo14 > q90,135,0.048931,0.014081,0.362963,0.017934,0.036366,0.281481,0.000001,0.059259,0.177778,0.592378,0.710853
500ETF,combo,skew_20 < -0.5 AND roc5 < q10,90,0.032621,0.009956,0.422222,0.158060,0.038009,0.233333,0.000002,0.011111,0.133333,0.111071,0.533140
500ETF,combo,rsi14 > 70 AND cci20 < -100,208,0.075390,0.023300,0.326923,0.000010,0.046831,0.269231,0.000002,0.096154,0.177885,0.961190,0.711281
500ETF,combo,rsi7 > 70 AND cmo14 > q90,152,0.055092,0.017042,0.342105,0.001559,0.033938,0.309211,0.000003,0.072368,0.184211,0.723422,0.736575
500ETF,combo,natr14 < q10 OR close > sma50,1467,0.531714,0.001853,0.466939,0.187695,0.000065,0.501022,0.000004,0.107703,0.265167,1.076638,1.060284
500ETF,combo,kurt_20 < q10 OR close > sma50,1446,0.524103,0.001874,0.465422,0.201394,0.000058,0.497234,0.000005,0.109267,0.268326,1.092274,1.072917
500ETF,combo,kurt_20 < q10 OR bb_width < q10,581,0.210584,-0.002540,0.547332,0.000062,-0.003135,0.512909,0.000005,0.060241,0.239243,0.602191,0.956624
500ETF,combo,macd_hist < 0 OR close > sma50,2168,0.785792,0.001660,0.470941,0.009763,0.002612,0.488930,0.000006,0.100092,0.258764,1.000560,1.034680
500ETF,combo,atr20 < q10 OR macd_hist < 0,1460,0.529177,-0.001335,0.493151,0.000005,0.000057,0.521918,0.000006,0.091781,0.269178,0.917476,1.076322
500ETF,combo,roc10 < q10 OR skew_20 < -0.3,1242,0.450163,-0.000898,0.446055,0.000377,-0.000852,0.473430,0.000006,0.116747,0.257649,1.167049,1.030222
500ETF,combo,kurt_20 < q10 OR natr14 < q10,531,0.192461,-0.003046,0.536723,0.000020,-0.003119,0.529190,0.000006,0.045198,0.212806,0.451814,0.850916
500ETF,single,bb_width > q90,72,0.026096,0.022354,0.250000,0.000152,0.037849,0.263889,0.000007,0.000000,0.069444,0.000000,0.277677
500ETF,combo,roc5 < q10 OR skew_20 < -0.3,1254,0.454513,-0.000943,0.446571,0.000285,-0.000755,0.474482,0.000007,0.117225,0.257576,1.171824,1.029930
500ETF,combo,atr20 < q10 AND skew_20 > q90,40,0.014498,-0.019187,0.675000,0.000057,-0.026497,0.600000,0.000008,0.150000,0.375000,1.499457,1.499457
500ETF,combo,natr14 < q10 OR macd_hist < 0,1507,0.546212,-0.001267,0.491705,0.000004,0.000298,0.514930,0.000008,0.088918,0.257465,0.888862,1.029488
500ETF,combo,macd_hist < 0 OR natr14 < q10,1507,0.546212,-0.001267,0.491705,0.000004,0.000298,0.514930,0.000008,0.088918,0.257465,0.888862,1.029488
500ETF,combo,atr20 < q10 OR kurt_20 < q10,494,0.179050,-0.002216,0.524291,0.000435,-0.003453,0.548583,0.000011,0.044534,0.232794,0.445183,0.930837
500ETF,combo,atr20 < q10 OR close > sma50,1483,0.537514,0.002250,0.463250,0.360537,0.000532,0.498989,0.000014,0.105866,0.261632,1.058281,1.046148
500ETF,combo,williams_r14 < -80 OR close > sma50,1783,0.646249,0.001995,0.468873,0.133609,0.001743,0.499159,0.000014,0.106562,0.270331,1.065234,1.080932
500ETF,combo,bb_width < q10 OR macd_hist < 0,1486,0.538601,-0.000933,0.490579,0.000023,0.000479,0.507402,0.000018,0.093540,0.261777,0.935058,1.046727
500ETF,combo,macd_hist < 0 OR bb_width < q10,1486,0.538601,-0.000933,0.490579,0.000023,0.000479,0.507402,0.000018,0.093540,0.261777,0.935058,1.046727
500ETF,single,rsi14 < 30,120,0.043494,0.014405,0.391667,0.027304,0.033214,0.316667,0.000024,0.025000,0.141667,0.249909,0.566461
500ETF,single,close > sma50,1389,0.503443,0.002346,0.460763,0.447145,0.000310,0.494600,0.000025,0.113031,0.271418,1.129900,1.085280
500ETF,combo,kurt_20 < q10 OR macd_hist < 0,1390,0.503806,-0.001393,0.496403,0.000009,0.000325,0.515827,0.000027,0.102158,0.274101,1.021213,1.096006
500ETF,combo,natr14 < q10 AND macd_hist < 0,117,0.042407,-0.002119,0.487179,0.053273,-0.008825,0.555556,0.000034,0.068376,0.239316,0.683513,0.956918
500ETF,combo,macd_hist < 0 AND natr14 < q10,117,0.042407,-0.002119,0.487179,0.053273,-0.008825,0.555556,0.000034,0.068376,0.239316,0.683513,0.956918
500ETF,combo,atr20 < q10 AND close > sma50,184,0.066691,-0.000950,0.472826,0.070320,-0.006789,0.548913,0.000043,0.032609,0.277174,0.325969,1.108294
500ETF,combo,bb_width < q10 AND macd_hist < 0,203,0.073577,-0.002882,0.551724,0.002370,-0.005751,0.551724,0.000045,0.044335,0.241379,0.443189,0.965167
500ETF,combo,macd_hist < 0 AND bb_width < q10,203,0.073577,-0.002882,0.551724,0.002370,-0.005751,0.551724,0.000045,0.044335,0.241379,0.443189,0.965167
500ETF,combo,stoch_k < 20 OR macd_hist < 0,1302,0.471910,-0.001259,0.490015,0.000050,0.000228,0.519969,0.000049,0.099846,0.273425,0.998102,1.093306
500ETF,combo,bb_percent_b < 0.2 OR macd_hist < 0,1314,0.476260,-0.001432,0.492390,0.000021,0.000310,0.518265,0.000054,0.098935,0.271689,0.988987,1.086364
500ETF,single,natr14 < q10,330,0.119609,-0.001559,0.500000,0.003819,-0.003134,0.515152,0.000058,0.039394,0.196970,0.393797,0.787593
500ETF,combo,close > sma50 OR bb_width < q10,1530,0.554549,0.002492,0.460131,0.495542,0.001241,0.486275,0.000070,0.103922,0.259477,1.038839,1.037532
500ETF,combo,macd_hist < 0 OR williams_r14 < -80,1318,0.477709,-0.001421,0.491654,0.000021,0.000420,0.521244,0.000071,0.098634,0.275417,0.985986,1.101270
500ETF,single,macd_hist < 0,1294,0.469011,-0.001270,0.489181,0.000053,0.000348,0.518547,0.000073,0.099691,0.271252,0.996548,1.084615
500ETF,combo,atr20 < q10 OR bb_width < q10,507,0.183762,-0.000570,0.504931,0.010104,-0.001653,0.512821,0.000083,0.037475,0.216963,0.374618,0.867536
500ETF,single,zscore20 > 2,129,0.046756,0.030992,0.302326,0.000000,0.038875,0.333333,0.000091,0.077519,0.224806,0.774913,0.898899
500ETF,combo,kurt_20 < q10 AND macd_hist < 0,126,0.045669,-0.006652,0.587302,0.001452,-0.007588,0.603175,0.000101,0.023810,0.206349,0.238009,0.825098
500ETF,combo,natr14 < q10 AND skew_20 < -0.5,105,0.038057,0.000165,0.438095,0.267391,-0.005126,0.600000,0.000117,0.028571,0.123810,0.285611,0.495059
500ETF,single,bb_width < q10,395,0.143168,-0.000833,0.526582,0.011634,-0.002294,0.493671,0.000126,0.048101,0.220253,0.480838,0.880693
500ETF,combo,rsi7 > 70 OR cci20 < -100,2751,0.997100,0.003075,0.458015,0.323497,0.006559,0.468557,0.000139,0.100327,0.250818,1.002908,1.002908
500ETF,combo,skew_20 > q90 OR adx14 < 25,1646,0.596593,0.000100,0.486027,0.000526,0.001707,0.495140,0.000164,0.091130,0.266100,0.910970,1.064013
500ETF,combo,atr20 < q10 AND bb_width < q10,166,0.060167,-0.000822,0.518072,0.068848,-0.005778,0.536145,0.000174,0.036145,0.234940,0.361315,0.939419
500ETF,single,dd_252 < -0.15,845,0.306270,0.006851,0.452071,0.013200,0.014968,0.456805,0.000194,0.073373,0.226036,0.733462,0.903814
500ETF,single,atr20 < q10,278,0.100761,-0.000348,0.482014,0.055970,-0.003204,0.553957,0.000204,0.021583,0.223022,0.215749,0.891763
500ETF,single,bb_percent_b > 0.8,706,0.255890,0.009559,0.419263,0.000353,0.017286,0.396601,0.000281,0.100567,0.202550,1.005301,0.809905
500ETF,combo,skew_20 < -0.5 AND rsi14 > 65,75,0.027184,-0.005108,0.453333,0.318300,-0.051447,0.626667,0.000305,0.266667,0.360000,2.665700,1.439478
500ETF,combo,atr20 < q10 OR natr14 < q10,401,0.145343,-0.000357,0.483791,0.025827,-0.001877,0.516209,0.000385,0.047382,0.221945,0.473644,0.887459
500ETF,combo,bb_width < q10 AND adx14 < 25,335,0.121421,-0.000398,0.510448,0.038679,-0.002439,0.483582,0.000459,0.056716,0.244776,0.566959,0.978750
500ETF,combo,skew_20 < -0.5 AND rsi14 > 70,31,0.011236,-0.031086,0.645161,0.037464,-0.118005,0.774194,0.000478,0.483871,0.645161,4.836957,2.579710
500ETF,combo,bb_width < q10 OR natr14 < q10,545,0.197535,-0.000046,0.493578,0.022179,-0.000530,0.484404,0.000535,0.044037,0.203670,0.440207,0.814384
500ETF,combo,natr14 < q10 OR bb_width < q10,545,0.197535,-0.000046,0.493578,0.022179,-0.000530,0.484404,0.000535,0.044037,0.203670,0.440207,0.814384
500ETF,combo,skew_20 < -0.5 OR cmo14 > q90,1021,0.370062,0.000162,0.446621,0.026150,-0.000097,0.471107,0.000536,0.129285,0.268364,1.292382,1.073068
500ETF,combo,atr20 < q10 AND macd_hist < 0,112,0.040594,0.001864,0.419643,0.589660,-0.004672,0.562500,0.000561,0.008929,0.178571,0.089253,0.714027
500ETF,combo,skew_20 < -0.5 OR close > sma50,1902,0.689380,0.001679,0.463197,0.044750,0.003032,0.476341,0.000584,0.105678,0.256046,1.056399,1.023814
500ETF,combo,natr14 < q10 AND close > sma50,252,0.091337,0.000101,0.476190,0.077924,-0.002770,0.484127,0.000838,0.047619,0.210317,0.476018,0.840965
500ETF,combo,kurt_20 < q10 OR adx14 < 25,1583,0.573759,-0.000061,0.485155,0.000461,0.002191,0.487050,0.000985,0.089703,0.254580,0.896706,1.017951
500ETF,single,stoch_k > 80,853,0.309170,0.007531,0.431419,0.003939,0.014831,0.409144,0.001270,0.106682,0.213365,1.066436,0.853149
500ETF,combo,bb_width < q10 OR adx14 < 25,1581,0.573034,-0.000185,0.488931,0.000279,0.002270,0.487034,0.001275,0.084124,0.249209,0.840935,0.996476
500ETF,single,roc10 > q90,121,0.043856,0.017432,0.322314,0.002790,0.027913,0.322314,0.001495,0.090909,0.181818,0.908762,0.727009
500ETF,combo,skew_20 < -0.5 AND rsi7 > 70,93,0.033708,0.000090,0.376344,0.569673,-0.027951,0.537634,0.001881,0.204301,0.268817,2.042271,1.074879
500ETF,single,vol20 > q90,42,0.015223,0.030934,0.142857,0.000010,0.030255,0.333333,0.001969,0.000000,0.000000,0.000000,0.000000
500ETF,single,adx14 < 25,1521,0.551287,-0.000064,0.483892,0.000700,0.002418,0.484550,0.002438,0.087442,0.255753,0.874108,1.022641
500ETF,single,kurt_20 < q10,222,0.080464,-0.005092,0.590090,0.000479,-0.004303,0.549550,0.003363,0.072072,0.252252,0.720460,1.008643
500ETF,single,cmo14 < q10,242,0.087713,0.006356,0.404959,0.245019,0.018482,0.421488,0.003513,0.053719,0.198347,0.536995,0.793101
500ETF,combo,natr14 < q10 OR adx14 < 25,1592,0.577021,0.000095,0.482412,0.000827,0.002721,0.483040,0.003570,0.084799,0.247487,0.847683,0.989591
500ETF,combo,dist_sma200 < -2.0 OR macd_hist < 0,1656,0.600217,0.000629,0.487319,0.002963,0.003020,0.514493,0.004124,0.103261,0.282005,1.032235,1.127611
500ETF,combo,macd_hist < 0 OR dist_sma200 < -2.0,1656,0.600217,0.000629,0.487319,0.002963,0.003020,0.514493,0.004124,0.103261,0.282005,1.032235,1.127611
500ETF,combo,bb_percent_b < 0.2 OR adx14 < 25,1789,0.648423,-0.000163,0.484069,0.000020,0.003215,0.485187,0.004537,0.088317,0.255450,0.882855,1.021430
500ETF,combo,kurt_20 < q10 AND adx14 < 25,160,0.057992,-0.007075,0.618750,0.000408,-0.004656,0.550000,0.004973,0.043750,0.262500,0.437341,1.049620
500ETF,combo,natr14 < q10 AND bb_percent_b < 0.2,32,0.011598,-0.014117,0.718750,0.001722,-0.011897,0.593750,0.005304,0.093750,0.250000,0.937160,0.999638
500ETF,single,cmf20 > 0,1905,0.690468,0.002509,0.448294,0.367476,0.003933,0.465617,0.005801,0.108136,0.253018,1.080973,1.011707
500ETF,combo,macd_hist < 0 OR skew_20 > q90,1555,0.563610,0.000279,0.490032,0.001680,0.002929,0.518971,0.006162,0.097749,0.277170,0.977138,1.108280
500ETF,combo,skew_20 > q90 OR macd_hist < 0,1555,0.563610,0.000279,0.490032,0.001680,0.002929,0.518971,0.006162,0.097749,0.277170,0.977138,1.108280
500ETF,single,adx14 > 25,1225,0.444001,0.006696,0.429388,0.002191,0.011587,0.450612,0.006220,0.116735,0.245714,1.166924,0.982501
500ETF,single,kurt_20 > q90,220,0.079739,0.015391,0.359091,0.000075,0.016968,0.400000,0.006393,0.036364,0.140909,0.363505,0.563432
500ETF,single,macd_hist > 0,1432,0.519029,0.006428,0.435056,0.000772,0.010734,0.431564,0.006437,0.102654,0.236732,1.026164,0.946584
500ETF,combo,cmo14 > q90 OR skew_20 < -0.3,1343,0.486771,0.000615,0.436337,0.017242,0.002477,0.454952,0.006799,0.113179,0.249442,1.131384,0.997405
500ETF,single,williams_r14 > -20,902,0.326930,0.006878,0.429047,0.010574,0.013145,0.413525,0.006813,0.107539,0.215078,1.074998,0.859999
500ETF,combo,dist_sma200 < -2.0 AND adx14 < 25,349,0.126495,0.009033,0.492837,0.053935,0.017320,0.452722,0.010413,0.085960,0.237822,0.859287,0.950945
500ETF,combo,natr14 < q10 AND skew_20 > q90,43,0.015585,-0.017406,0.697674,0.000033,-0.004103,0.488372,0.012007,0.000000,0.139535,0.000000,0.557937
