entry_date,exit_date,regime,phase,strike,entry_px,exit_px,net_pnl,note,put_filled
2024-05-23,2024-06-26,no_filter,0,3.622,0.048246000000000004,0.12299999999999978,760.9373559999975,expiry_settle ETF=3.4990,True
2024-06-27,2024-07-24,no_filter,0,3.4,0.020298,0.0,-204.98,expiry_settle ETF=3.4790,True
2024-07-25,2024-08-28,no_filter,0,3.4,0.040902,0.042999999999999705,18.37999999999704,expiry_settle ETF=3.3570,True
2024-08-29,2024-09-25,no_filter,0,3.3,0.025806,0.0,-260.06,expiry_settle ETF=3.4740,True
2024-09-26,2024-10-23,no_filter,0,3.6,0.068136,0.0,-683.36,expiry_settle ETF=4.0550,True
2024-10-24,2024-11-27,no_filter,0,4.0,0.113322,0.0129999999999999,-1005.8200000000011,expiry_settle ETF=3.9870,True
2024-11-28,2024-12-25,no_filter,0,3.9,0.060792,0.0,-609.92,expiry_settle ETF=4.0720,True
2024-12-26,2025-01-22,no_filter,0,4.0,0.043859999999999996,0.11399999999999988,698.7999999999988,expiry_settle ETF=3.8860,True
2025-01-23,2025-02-26,no_filter,0,3.8,0.046308,0.0,-465.08000000000004,expiry_settle ETF=4.0540,True
2025-02-27,2025-03-26,no_filter,0,4.0,0.040494,0.0,-406.94,expiry_settle ETF=4.0130,True
2025-03-27,2025-04-23,no_filter,0,4.0,0.04539,0.11799999999999988,723.4999999999989,expiry_settle ETF=3.8820,True
2025-04-24,2025-05-28,no_filter,0,3.8,0.04182,0.0,-420.20000000000005,expiry_settle ETF=3.9420,True
2025-05-29,2025-06-25,no_filter,0,3.9,0.03315,0.0,-333.5,expiry_settle ETF=4.0010,True
2025-06-26,2025-07-23,no_filter,0,3.912,0.029478,0.0,-303.442028,expiry_settle ETF=4.1990,True
2025-07-24,2025-08-27,no_filter,0,4.2,0.06834000000000001,0.0,-685.4000000000001,expiry_settle ETF=4.4750,True
2025-08-28,2025-09-24,no_filter,0,4.5,0.08476199999999999,0.0,-849.6199999999999,expiry_settle ETF=4.6630,True
2025-09-25,2025-10-22,no_filter,0,4.6,0.042534,0.0,-427.34000000000003,expiry_settle ETF=4.6950,True
2025-10-23,2025-11-26,no_filter,0,4.7,0.09710400000000001,0.07399999999999984,-233.64000000000166,expiry_settle ETF=4.6260,True
2025-11-27,2025-12-24,no_filter,0,4.6,0.06732,0.0,-675.2,expiry_settle ETF=4.7570,True
2025-12-25,2026-01-28,no_filter,0,4.7,0.05406,0.0,-542.6,expiry_settle ETF=4.7250,True
2026-01-29,2026-02-25,no_filter,0,4.7,0.045492000000000005,0.0,-456.9200000000001,expiry_settle ETF=4.7500,True
2026-02-26,2026-03-25,no_filter,0,4.7,0.053753999999999996,0.15600000000000058,1019.8600000000058,expiry_settle ETF=4.5440,True
2026-03-26,2026-04-22,no_filter,0,4.4,0.060996,0.0,-611.96,expiry_settle ETF=4.8110,True
2026-04-23,2026-05-27,no_filter,0,4.8,0.09435,0.0,-945.5,expiry_settle ETF=4.9320,True
2026-05-28,2026-06-24,no_filter,0,4.9,0.09179999999999999,0.0,-919.9999999999999,expiry_settle ETF=4.9670,True
2026-06-25,2026-07-22,no_filter,0,5.0,0.0969,0.23500000000000032,1378.4000000000035,expiry_settle ETF=4.7650,True
